PLAYER_ID,PLAYER_NAME,draft_year,box_role_y1_to_y4_displacement,box_role_total_path_length,observed_boxscore_seasons
201604,Chris Douglas-Roberts,2008,,2.854571726124773,3
201605,Nathan Jawai,2008,,5.110138601236361,2
201606,Sean Singletary,2008,,,1
201607,Patrick Ewing,2008,,,1
201609,Goran Dragic,2008,2.3585643775402505,3.909090017089083,4
201611,Henry Walker,2008,4.443008130068076,6.554810493689523,4
201612,Malik Hairston,2008,,3.26039925700839,2
201616,Darnell Jackson,2008,,7.100299914280161,3
201621,Joe Crawford,2008,,,1
201623,Semih Erden,2008,,1.5552165182497981,2
201933,Blake Griffin,2009,,2.3939821289387533,3
201934,Hasheem Thabeet,2009,2.2104022912322177,9.95589843229184,4
201935,James Harden,2009,4.784459358991425,6.355975177671266,4
201936,Tyreke Evans,2009,1.844548154181576,3.4433784580096116,4
201937,Ricky Rubio,2009,,1.7370784054309045,2
201938,Jonny Flynn,2009,,5.45788639415381,3
201939,Stephen Curry,2009,1.790944408847272,4.244549006130342,4
201941,Jordan Hill,2009,1.3636194531881523,4.060890739171878,4
201942,DeMar DeRozan,2009,2.6221241589740374,3.642396596682579,4
201943,Brandon Jennings,2009,0.8276825594155576,3.061987540999832,4
201944,Terrence Williams,2009,1.8313618489589207,5.072644976123369,4
201945,Gerald Henderson,2009,3.6308512257627372,5.121015205373845,4
201946,Tyler Hansbrough,2009,2.781888345833477,5.653031307331705,4
201947,Earl Clark,2009,3.204774147513693,6.449055810689633,4
201948,Austin Daye,2009,1.1328985605930741,5.839626733472954,4
201949,James Johnson,2009,1.9390344524499092,4.273585042255122,4
201950,Jrue Holiday,2009,3.247181183342233,5.584914399567349,4
201951,Ty Lawson,2009,2.4500621558292113,3.008925740473067,4
201952,Jeff Teague,2009,3.1921305384301495,5.709094845278591,4
201953,Eric Maynor,2009,1.3376403871432134,3.646371457383634,4
201954,Darren Collison,2009,1.8783059901186046,4.704166563973371,4
201956,Omri Casspi,2009,2.436335268388964,4.112493355544623,4
201957,Byron Mullens,2009,4.229831239901031,10.686531520837834,4
201958,Rodrigue Beaubois,2009,3.258700133729408,5.714293182100327,4
201959,Taj Gibson,2009,1.0627757542958371,2.385096042779022,4
201960,DeMarre Carroll,2009,2.1994834124769547,6.87692037698588,4
201961,Wayne Ellington,2009,1.1840585581665077,3.1446619883477656,4
201962,Toney Douglas,2009,1.2144663810415603,5.8716005228212955,4
201963,Christian Eyenga,2009,,3.423530525624723,2
201964,Victor Claver,2009,,,1
201965,Jeff Ayres,2009,3.8483760901456194,6.5045678377335,3
201966,Jermaine Taylor,2009,,2.761035355556275,2
201967,Dante Cunningham,2009,1.839131992219785,4.8331370366311015,4
201969,DaJuan Summers,2009,6.0170606028150635,9.973178338454845,4
201970,Sam Young,2009,3.8988351371787098,7.119552935212766,4
201971,DeJuan Blair,2009,1.7312259933099228,4.48951918222989,4
201972,Jon Brockman,2009,,3.8979889073736116,3
201973,Jonas Jerebko,2009,2.017670474441643,2.4494937945735256,3
201974,Derrick Brown,2009,,3.274734905831267,3
201975,Jodie Meeks,2009,1.7613096103954442,5.297420276643614,4
201976,Patrick Beverley,2009,,,1
201977,Marcus Thornton,2009,1.0463056594824067,3.73783108538648,4
201978,Chase Budinger,2009,0.9662019032426964,2.6691642473873993,4
201980,Danny Green,2009,2.8502534596661366,7.010043566377567,4
201981,Taylor Griffin,2009,,,1
201985,AJ Price,2009,2.4786176982792294,4.569497752808613,4
201986,Nando De Colo,2009,,,1
201988,Patty Mills,2009,6.67995136170829,10.819475307136285,4
201991,Lester Hudson,2009,,9.26837403359984,3
202322,John Wall,2010,1.68094097146451,4.414724919879022,4
202323,Evan Turner,2010,2.8402898445124474,4.203380683192435,4
202324,Derrick Favors,2010,2.0381746663925013,4.521706342863611,4
202325,Wesley Johnson,2010,1.230386237660392,6.759191146943984,4
202326,DeMarcus Cousins,2010,3.1356855097025838,5.9487647648831325,4
202327,Ekpe Udoh,2010,1.5195537454028538,3.7421744402817394,4
202328,Greg Monroe,2010,2.718826343106594,5.183091945424353,4
202329,Al-Farouq Aminu,2010,2.0917797094292796,3.6400300063948663,4
202330,Gordon Hayward,2010,3.8191740775830256,5.156893450566386,4
202331,Paul George,2010,4.108705888198533,5.334613767373552,4
202332,Cole Aldrich,2010,3.674150895140123,8.933801264499651,4
202333,Xavier Henry,2010,3.9084302552701105,6.44561407814552,4
202334,Ed Davis,2010,,,1
202335,Patrick Patterson,2010,2.1731635458737313,5.118509291983509,4
202336,Larry Sanders,2010,2.067357199048571,7.2639854812163325,4
202337,Luke Babbitt,2010,3.684617931550874,6.494217518321247,4
202338,Kevin Seraphin,2010,3.060476055518729,6.32444688091971,4
202339,Eric Bledsoe,2010,3.794335497746626,7.424946488161675,4
202340,Avery Bradley,2010,4.068034491325484,8.364321905698503,4
202341,James Anderson,2010,2.493305043854419,6.040454230313578,4
202342,Craig Brackins,2010,,3.171490079302726,2
202343,Elliot Williams,2010,,3.926925103033421,2
202344,Trevor Booker,2010,1.695839858372639,4.409204855041328,4
202345,Damion James,2010,4.078150083621221,,4
202346,Dominique Jones,2010,,3.993993195496105,3
202347,Quincy Pondexter,2010,2.533913664155685,4.11141854495378,4
202348,Jordan Crawford,2010,1.6829083755013734,3.3501688852943428,4
202349,Greivis Vasquez,2010,2.242006026844068,6.311387261076913,4
202350,Daniel Orton,2010,,4.968899506912843,3
202351,Lazar Hayward,2010,,6.597251657303655,3
202354,Dexter Pittman,2010,20.694951644399424,26.761456006622833,4
202355,Hassan Whiteside,2010,,,2
202356,Armon Johnson,2010,,3.705749175572728,2
202359,Darington Hobson,2010,,,1
202360,Andy Rautins,2010,,,1
202361,Landry Fields,2010,3.256542861827752,5.208553142576011,4
202362,Lance Stephenson,2010,4.460513923509961,8.94847348583136,4
202363,Jarvis Varnado,2010,,4.625944429582592,2
202365,Devin Ebanks,2010,,8.428387432810013,3
202366,Jerome Jordan,2010,,,1
202371,Gani Lawal,2010,,,1
202374,Solomon Alabi,2010,,4.168361036526424,2
202376,Luke Harangody,2010,,1.1676421942018609,2
202377,Pape Sy,2010,,,1
202378,Willie Warren,2010,,,1
202379,Jeremy Evans,2010,1.993816120932954,11.366084845613766,4
202380,Hamady Ndiaye,2010,13.879958996315633,22.49596306575644,3
202382,Derrick Caracter,2010,,,1
202385,Ryan Reid,2010,,,1
202681,Kyrie Irving,2011,1.6858416162787748,3.1383051059207627,4
202682,Derrick Williams,2011,1.5492438455189614,5.5976248012817775,4
202683,Enes Freedom,2011,3.5056590800393446,5.379641739188044,4
202684,Tristan Thompson,2011,2.263646865105933,4.1975784433279895,4
202685,Jonas Valančiūnas,2011,,2.8356426084447044,3
202686,Jan Vesely,2011,,4.282265765015613,3
202687,Bismack Biyombo,2011,2.9737509203005295,6.452342453469184,4
202688,Brandon Knight,2011,2.4925251989508834,4.03606126013963,4
202689,Kemba Walker,2011,1.3704662704270345,4.210512311566033,4
202690,Jimmer Fredette,2011,2.1355682409642656,6.8618951441081,4
202691,Klay Thompson,2011,2.4140186036140943,4.708078062517381,4
202692,Alec Burks,2011,2.209321356672463,5.081144367144799,4
202693,Markieff Morris,2011,2.2977619971199603,5.680828537420085,4
202694,Marcus Morris Sr.,2011,3.25006870581685,5.276178086606527,4
202695,Kawhi Leonard,2011,3.5363238309753076,4.458649574887686,4
202696,Nikola Vučević,2011,3.673547953966552,5.290613542393931,4
202697,Iman Shumpert,2011,1.205049583057061,4.413122944455712,4
202698,Chris Singleton,2011,,4.080487929819316,3
202699,Tobias Harris,2011,2.719440764537752,4.451733505955211,4
202700,Donatas Motiejunas,2011,,4.092801401803219,3
202701,Nolan Smith,2011,,1.964600737829159,2
202702,Kenneth Faried,2011,1.7296882581523283,3.7129545842902227,4
202703,Nikola Mirotic,2011,,,1
202704,Reggie Jackson,2011,3.9927699711300706,6.185162451976509,4
202705,MarShon Brooks,2011,,3.409136573770934,3
202706,Jordan Hamilton,2011,3.3330335653292678,7.76559330611089,4
202707,JaJuan Johnson,2011,,,1
202708,Norris Cole,2011,1.9086655520617755,3.9370115940622314,4
202709,Cory Joseph,2011,2.8762999984202446,4.4383778126304785,4
202710,Jimmy Butler III,2011,4.564407181864062,7.160287100396925,4
202711,Bojan Bogdanovic,2011,,,1
202712,Justin Harper,2011,,,1
202713,Kyle Singler,2011,,3.200483667248318,3
202714,Shelvin Mack,2011,2.0630803289129878,3.896024311785413,4
202715,Tyler Honeycutt,2011,,5.633119993876559,2
202716,Jordan Williams,2011,,,1
202717,Trey Thompkins,2011,,,1
202718,Chandler Parsons,2011,2.230066728952132,3.6808611339032495,4
202719,Jeremy Tyler,2011,,4.20920359883167,3
202720,Jon Leuer,2011,1.457079405703659,6.627279964277532,4
202721,Darius Morris,2011,2.7855039016869174,6.057270012389532,4
202723,Malcolm Lee,2011,7.925920774371723,9.71946380003499,3
202724,Charles Jenkins,2011,,2.455795872083948,2
202725,Josh Harrellson,2011,,5.418627781967757,3
202726,Andrew Goudelock,2011,,7.177840911310784,2
202727,Travis Leslie,2011,,,1
202728,Keith Benson,2011,,,1
202729,Josh Selby,2011,,3.7171544920488486,2
202730,Lavoy Allen,2011,1.0517384314188922,2.896698942661139,4
202731,Vernon Macklin,2011,,,1
202732,DeAndre Liggins,2011,,26.0037217353024,3
202734,E'Twaun Moore,2011,1.96755944567278,4.649281756058634,4
202738,Isaiah Thomas,2011,3.2372881870762247,4.41027328311009,4
203076,Anthony Davis,2012,3.595487882525523,5.033887812437492,4
203077,Michael Kidd-Gilchrist,2012,2.3032271491963296,4.851657136197054,4
203078,Bradley Beal,2012,1.700316903364998,3.732983668123193,4
203079,Dion Waiters,2012,2.843272497958106,4.1448467891821625,4
203080,Thomas Robinson,2012,1.4653722843687105,3.625348223633267,4
203081,Damian Lillard,2012,3.3562158800707813,4.496413261818652,4
203082,Terrence Ross,2012,1.2960838230040943,2.902247949653593,4
203083,Andre Drummond,2012,3.8324229094793196,6.240707338918207,4
203084,Harrison Barnes,2012,1.3852351314432318,3.036199840998841,4
203085,Austin Rivers,2012,2.2199167932224264,5.227749689514824,4
203086,Meyers Leonard,2012,3.545034708266614,6.872703334334638,4
203087,Jeremy Lamb,2012,2.438899334273317,5.457716241229646,4
203088,Kendall Marshall,2012,1.8903703329073638,7.541741464568196,4
203089,John Henson,2012,3.7456019724597933,5.60355399646984,4
203090,Maurice Harkless,2012,1.4722132951051854,4.819631315639001,4
203091,Royce White,2012,,,1
203092,Tyler Zeller,2012,3.617042123130378,5.978219279560341,4
203093,Terrence Jones,2012,2.4692000457205876,5.130358804275142,4
203094,Andrew Nicholson,2012,2.020285201511519,4.734163612557163,4
203095,Evan Fournier,2012,2.415980602859716,4.432284533805275,4
203096,Jared Sullinger,2012,3.39792415994763,6.235123671649696,4
203097,Fab Melo,2012,,,1
203098,John Jenkins,2012,1.466771421050538,8.402639846103833,4
203099,Jared Cunningham,2012,5.594414414736903,12.582971505996339,4
203100,Tony Wroten,2012,5.555998256835441,9.345176192219508,4
203101,Miles Plumlee,2012,4.779878524727051,8.065009201622985,4
203102,Arnett Moultrie,2012,,2.4737487982248894,2
203103,Perry Jones III,2012,,4.632017196478421,3
203104,Marquis Teague,2012,,1.4079847108406085,2
203105,Festus Ezeli,2012,3.9194342813663123,5.074793658878796,3
203106,Jeffery Taylor,2012,,3.8326595338190916,3
203108,Bernard James,2012,,5.675510280554803,3
203109,Jae Crowder,2012,2.803346424314107,4.777722542325247,4
203110,Draymond Green,2012,5.2525569760034,6.607914079827502,4
203111,Orlando Johnson,2012,2.904877072613082,3.806180163524056,3
203112,Quincy Acy,2012,1.9426256865016194,6.28251086687165,4
203113,Quincy Miller,2012,,6.745197586633402,3
203114,Khris Middleton,2012,3.610846310757417,4.954502654218218,4
203115,Will Barton,2012,2.989005402520927,5.89421001890681,4
203116,Tyshawn Taylor,2012,,1.7036354216699452,2
203117,Doron Lamb,2012,,2.2824380253461696,2
203118,Mike Scott,2012,3.8995633906351483,5.407204744627927,4
203119,Kim English,2012,,,1
203120,Justin Hamilton,2012,,3.491229396094329,2
203121,Darius Miller,2012,,7.564473634113485,3
203122,Kevin Murphy,2012,,,1
203123,Kostas Papanikolaou,2012,,1.6389931254210466,2
203124,Kyle O'Quinn,2012,1.7098536977117924,5.756606013747877,4
203126,Kris Joseph,2012,,,1
203128,Furkan Aldemir,2012,,,1
203129,Tornike Shengelia,2012,,4.677084330344266,2
203130,Darius Johnson-Odom,2012,,9.643965183130483,2
203133,Robbie Hummel,2012,,1.541847985052765,2
203135,Robert Sacre,2012,2.6772936718006215,5.558713660043694,4
203136,Ognjen Kuzmic,2012,,5.165057709220937,2
203318,Glen Rice,2013,,4.25764749165533,2
203457,Nerlens Noel,2013,,2.890450296069165,3
203458,Alex Len,2013,2.797831237522815,7.369318376775258,4
203459,Allen Crabbe,2013,2.8745274830993255,5.843051829631406,4
203460,Andre Roberson,2013,2.787090424280014,4.232077035219722,4
203461,Anthony Bennett,2013,2.5873726076291708,8.310053455377943,4
203462,Archie Goodwin,2013,3.7767385307152397,5.6876847760624365,4
203463,Ben McLemore,2013,1.5001500069516105,3.8295387769436213,4
203467,Carrick Felix,2013,,,1
203468,CJ McCollum,2013,3.9977604579286137,5.966916690644913,4
203469,Cody Zeller,2013,2.060817388945606,3.64021818925636,4
203471,Dennis Schröder,2013,4.4805704891255695,6.311377711519815,4
203475,Erick Green,2013,,2.224363297967637,2
203476,Gorgui Dieng,2013,3.2526285022721027,5.4499646395685,4
203477,Isaiah Canaan,2013,2.7583194567660514,5.846385508897389,4
203479,Jamaal Franklin,2013,,8.40331881825011,2
203481,Jeff Withey,2013,1.6851599500455612,7.285330965480176,4
203482,Kelly Olynyk,2013,1.2964745801645583,3.8419258317886795,4
203484,Kentavious Caldwell-Pope,2013,2.6094120618089005,4.230241577946618,4
203485,Lorenzo Brown,2013,,8.198822827116116,3
203486,Mason Plumlee,2013,2.5916608138550874,4.5775675293372835,4
203487,Michael Carter-Williams,2013,3.0977593990055796,4.922558553666702,4
203488,Mike Muscala,2013,2.693570887212315,4.817535644880278,4
203489,Nate Wolters,2013,,2.943249549866077,2
203490,Otto Porter Jr.,2013,4.173396384741172,5.03529855098283,4
203491,Peyton Siva,2013,,,1
203492,Ray McCallum,2013,,2.7392205148747393,3
203493,Reggie Bullock Jr.,2013,1.6914442937666003,5.11932186888248,4
203495,Ricky Ledo,2013,,3.6314646445506207,2
203497,Rudy Gobert,2013,,1.871729580927556,2
203498,Shabazz Muhammad,2013,2.0222382161762686,4.157198607007359,4
203499,Shane Larkin,2013,,2.2094327847610975,2
203500,Steven Adams,2013,3.383599423219856,5.2003461733397245,4
203501,Tim Hardaway Jr.,2013,2.0476146737476926,7.231975426213659,4
203502,Tony Mitchell,2013,,,1
203503,Tony Snell,2013,2.150277941151118,4.491064109603652,4
203504,Trey Burke,2013,2.4267277155092684,4.9058948391658745,4
203506,Victor Oladipo,2013,2.7493470914188527,4.098468844794268,4
203507,Giannis Antetokounmpo,2013,5.761618157478062,6.531726488394737,4
203508,Sergey Karasev,2013,,4.421702231160216,3
203510,Pierre Jackson,2013,,,1
203511,Grant Jerrett,2013,,,1
203512,Lucas Nogueira,2013,,8.788218170951438,3
203513,Erik Murphy,2013,,,1
203516,James Ennis III,2013,,6.3384465507578724,3
203517,Nemanja Nedovic,2013,,,1
203518,Alex Abrines,2013,,,1
203524,Solomon Hill,2013,2.62665730059508,7.886927494065743,4
203526,Raul Neto,2013,,2.0780180174666527,2
203527,Ryan Kelly,2013,2.9513652437792692,7.246674408416517,4
203530,Joffrey Lauvergne,2013,,4.189244266069833,3
203648,Thanasis Antetokounmpo,2014,,,1
203798,PJ Hairston,2014,,1.479182712397805,2
203893,Russ Smith,2014,,3.854971091001146,2
203894,Shabazz Napier,2014,2.622441696554586,5.909911509758198,4
203895,Jordan McRae,2014,,2.7110575873096994,2
203897,Zach LaVine,2014,3.7725495468815633,6.872403417310855,4
203898,Tyler Ennis,2014,1.9709287838952005,5.324472531509174,4
203900,Markel Brown,2014,4.350774792701381,6.666949561509066,3
203901,Elfrid Payton,2014,2.182984953983995,3.497510834533022,4
203902,Semaj Christon,2014,,,1
203903,Jordan Clarkson,2014,1.9928442482188353,4.253922916465712,4
203906,Devyn Marble,2014,,1.6497587355555152,2
203909,KJ McDaniels,2014,,4.128001006015618,3
203910,Nick Johnson,2014,,,1
203912,C.J. Wilcox,2014,,8.037083321467794,3
203914,Gary Harris,2014,4.0315530548660075,5.6579843062989115,4
203915,Spencer Dinwiddie,2014,2.8124245607244407,11.220319950229987,4
203917,Nik Stauskas,2014,1.4894272780177629,3.9080870332168574,4
203918,Rodney Hood,2014,2.1662615528398,3.4301699398188936,4
203919,Jordan Adams,2014,,10.85428682837108,2
203921,Cleanthony Early,2014,,2.639052053818503,2
203922,Glenn Robinson III,2014,2.5131002098195827,4.886390679869326,4
203923,James Young,2014,2.393491443113032,9.47818842184939,4
203924,Jerami Grant,2014,2.423642168498664,6.392034346346235,4
203925,Joe Harris,2014,2.734410726834468,9.395341940293354,4
203926,Doug McDermott,2014,2.138414404698518,3.355331206655676,4
203928,Cory Jefferson,2014,,2.793075245380114,2
203932,Aaron Gordon,2014,4.058393980755904,5.468592065928439,4
203933,T.J. Warren,2014,3.910264118955654,4.978920066060592,4
203934,Lamar Patterson,2014,,3.9236346088547767,2
203935,Marcus Smart,2014,1.899552063395504,3.410553646795073,4
203937,Kyle Anderson,2014,3.2938734760867545,4.711547407415402,4
203939,Dwight Powell,2014,2.1646768235022895,4.107976304848506,4
203940,Adreian Payne,2014,5.886045484480552,11.099114326515009,4
203943,Noah Vonleh,2014,1.6934195322038756,5.4300145868942735,4
203944,Julius Randle,2014,7.806512896190797,10.675972812125606,4
203946,Cameron Bairstow,2014,,3.887702208465508,2
203948,Johnny O'Bryant III,2014,3.0162020766812985,8.607377915437379,4
203950,Jarnell Stokes,2014,,16.29432832301692,3
203952,Andrew Wiggins,2014,1.759781368435182,5.54329657706128,4
203953,Jabari Parker,2014,2.1069297109299394,5.209162906224831,4
203954,Joel Embiid,2014,,2.7743254673295192,2
203956,Mitch McGary,2014,,3.0274431865950446,2
203957,Dante Exum,2014,5.3106133178330275,5.868240409690625,3
203962,Josh Huestis,2014,,10.4126666720849,3
203967,Dario Saric,2014,,1.5618291289732185,2
203991,Clint Capela,2014,5.386965185589675,8.673101340655638,4
203992,Bogdan Bogdanović,2014,,,1
203994,Jusuf Nurkić,2014,2.6123249224627827,6.080538890754395,4
203996,Damien Inglis,2014,,,1
203998,Bruno Caboclo,2014,6.438627541328437,15.611899318279768,4
203999,Nikola Jokić,2014,,3.7357201506216757,3
204001,Kristaps Porziņģis,2015,,3.656915776340856,3
204002,Edy Tavares,2014,,6.358486546917573,2
1626143,Jahlil Okafor,2015,2.7008855093545647,4.80718693657137,4
1626144,Emmanuel Mudiay,2015,1.7933041197984936,4.003101165207489,4
1626145,Tyus Jones,2015,1.5365235346499317,4.461553555605578,4
1626147,Justin Anderson,2015,1.8191315075386159,5.129306980170756,4
1626148,Anthony Brown,2015,,15.964138904184468,3
1626149,Montrezl Harrell,2015,4.402845388716325,6.051915025213773,4
1626150,Andrew Harrison,2015,,4.244758179856264,3
1626153,Delon Wright,2015,2.75128395993705,5.485878226357937,4
1626154,RJ Hunter,2015,5.0612717335467,20.82434422961687,4
1626155,Sam Dekker,2015,,,4
1626156,D'Angelo Russell,2015,4.10310820417126,5.373879665960832,4
1626157,Karl-Anthony Towns,2015,2.9847647094801877,6.442374388170267,4
1626158,Richaun Holmes,2015,2.286272202976417,5.768807409469755,4
1626159,Justise Winslow,2015,3.804764032176295,7.70716204592289,4
1626161,Willie Cauley-Stein,2015,2.627885501154057,4.843254482207083,4
1626162,Kelly Oubre Jr.,2015,3.490138744268764,5.544682371066056,4
1626163,Frank Kaminsky,2015,2.8210231233243124,4.8122274396121885,4
1626164,Devin Booker,2015,4.503063904407135,5.393505908584922,4
1626166,Cameron Payne,2015,1.7469523337576958,5.769576975755246,4
1626167,Myles Turner,2015,2.1011892231480402,4.312010613787455,4
1626168,Trey Lyles,2015,2.7335024280045306,5.212315735546749,4
1626169,Stanley Johnson,2015,1.4177546367169405,6.009131527420146,4
1626170,Jerian Grant,2015,2.5054755362349175,6.63080503818552,4
1626171,Bobby Portis,2015,2.355453209673186,5.208209350237512,4
1626173,Rashad Vaughn,2015,,3.808712490197026,3
1626175,Jordan Mickey,2015,,9.363450119577891,3
1626176,Rakeem Christmas,2015,,8.026003083405197,2
1626177,Dakari Johnson,2015,,,1
1626178,Rondae Hollis-Jefferson,2015,3.6937051940530723,5.755171977769066,4
1626179,Terry Rozier,2015,3.403388686415928,5.233788000618362,4
1626181,Norman Powell,2015,1.4037157865305494,5.841191014860482,4
1626183,Branden Dawson,2015,,,1
1626185,Jarell Martin,2015,4.613076265650969,7.443299837284763,4
1626191,Chris McCullough,2015,,7.149395620210061,3
1626192,Pat Connaughton,2015,3.783783809399458,7.526390554849115,4
1626195,Willy Hernangomez,2015,,3.9551351341477883,3
1626199,Darrun Hilliard,2015,,4.51437564977865,3
1626202,Joe Young,2015,,6.19611087137338,3
1626204,Larry Nance Jr.,2015,2.74066677268525,5.028249505262432,4
1626209,Mario Hezonja,2015,2.6734947843966337,4.805893863823869,4
1626224,Cedi Osman,2015,,2.600080663672717,2
1627732,Ben Simmons,2016,,2.5567036205951634,3
1627733,Dragan Bender,2016,2.614852723331511,5.949854706678909,4
1627734,Domantas Sabonis,2016,5.132873459120834,7.106564664271421,4
1627735,Wade Baldwin IV,2016,,10.647234869803821,3
1627736,Malik Beasley,2016,1.7995319101149936,6.670819752506252,4
1627737,Marquese Chriss,2016,2.5819089384139198,6.425598790568681,4
1627738,Deyonta Davis,2016,,5.0692733890397585,3
1627739,Kris Dunn,2016,2.07758207730419,9.35713857419803,4
1627740,Henry Ellenson,2016,5.418720477962737,10.112921708357254,4
1627741,Buddy Hield,2016,2.7468311482098553,4.933985542810738,4
1627742,Brandon Ingram,2016,5.421452644526783,6.518308467485438,4
1627743,Demetrius Jackson,2016,,18.044630132149102,3
1627744,Brice Johnson,2016,,8.544911384590415,2
1627745,Damian Jones,2016,3.607556214010235,8.070662719124106,4
1627746,Skal Labissiere,2016,3.0453693490969393,6.194134007006372,4
1627747,Caris LeVert,2016,5.138435405876082,5.974540903334031,4
1627748,Thon Maker,2016,2.571379894374993,5.947355394200163,4
1627749,Dejounte Murray,2016,3.6309555341553286,4.727405874763404,3
1627750,Jamal Murray,2016,2.225186418541229,3.5658793231069748,4
1627751,Jakob Poeltl,2016,3.111079491665285,5.6689097191589175,4
1627752,Taurean Prince,2016,3.013236256870265,5.196913586083169,4
1627753,Zhou Qi,2016,,20.509416575616413,2
1627754,Diamond Stone,2016,,,1
1627755,Tyler Ulis,2016,,,3
1627756,Denzel Valentine,2016,3.5838613325390027,5.2120834497058395,3
1627757,Stephen Zimmerman,2016,,,1
1627759,Jaylen Brown,2016,3.5120221334450004,4.489249619289209,4
1627761,DeAndre' Bembry,2016,2.784924812748604,5.827329792610719,4
1627762,Joel Bolomboy,2016,,5.174543184828447,2
1627763,Malcolm Brogdon,2016,3.321881749678742,5.879940711132729,4
1627767,Cheick Diallo,2016,2.844686854733827,4.80265874286425,4
1627770,Kay Felder,2016,,2.8666707493138217,2
1627771,Michael Gbinije,2016,,,1
1627772,Daniel Hamilton,2016,,3.9522758312553523,2
1627773,AJ Hammons,2016,,,1
1627774,Jake Layman,2016,2.528248421215939,7.3267044028663655,4
1627775,Patrick McCaw,2016,1.7902277046907864,4.978835591459815,4
1627777,Georges Niang,2016,4.4301731723804645,8.716876929511237,4
1627778,Chinanu Onuaku,2016,,7.217468037535819,2
1627779,Marcus Paige,2016,,,1
1627781,Malachi Richardson,2016,,5.014229582869216,3
1627783,Pascal Siakam,2016,6.797770722989295,8.402352926074437,4
1627785,Isaiah Whitehead,2016,,4.089149799651065,2
1627788,Furkan Korkmaz,2016,,4.093542712684151,3
1627789,Timothe Luwawu-Cabarrot,2016,1.4561875294171849,4.864047581038987,4
1627790,Ante Zizic,2016,,4.862102463918989,3
1627791,Ben Bentil,2016,,,1
1627820,Tyrone Wallace,2016,,4.512884101350375,3
1627823,Juancho Hernangomez,2016,1.351580353550804,5.324818206319799,4
1627824,Guerschon Yabusele,2016,,1.7950028905374502,2
1627826,Ivica Zubac,2016,3.0508463087232363,6.041638504004098,4
1627834,Georgios Papagiannis,2016,,2.8318588708575207,2
1627835,Paul Zipser,2016,,1.1001190639411043,2
1627846,Abdel Nader,2016,,3.0995212699795975,3
1628366,Lonzo Ball,2017,2.401324889750976,4.05236602940159,4
1628367,Josh Jackson,2017,1.327305055315161,4.803555895703775,4
1628368,De'Aaron Fox,2017,4.435398804786392,5.66863743209448,4
1628369,Jayson Tatum,2017,4.745542776823568,5.46869391721067,4
1628370,Malik Monk,2017,1.8271768219940558,3.8007020626908554,4
1628371,Jonathan Isaac,2017,,4.863956651299439,3
1628373,Frank Ntilikina,2017,3.345404531102281,4.792682428161669,4
1628374,Lauri Markkanen,2017,1.3302780695388685,4.523662889980745,4
1628378,Donovan Mitchell,2017,2.8845567779075014,4.221595672734967,4
1628379,Luke Kennard,2017,1.3666768072601008,5.385750455958049,4
1628380,Zach Collins,2017,,5.020404018269726,3
1628381,John Collins,2017,2.5729069980266543,6.44275392036087,4
1628382,Justin Jackson,2017,2.6842063435791994,4.306958371901415,4
1628383,Justin Patton,2017,,,1
1628384,OG Anunoby,2017,3.225154394226461,4.895926494588659,4
1628385,Harry Giles III,2017,,4.548919081000328,3
1628386,Jarrett Allen,2017,2.278775217514566,3.1419741951421227,4
1628387,Ike Anigbogu,2017,,11.176004114494607,2
1628388,T.J. Leaf,2017,3.6808307831260962,7.966072783705554,4
1628389,Bam Adebayo,2017,3.79256382434719,4.999809162108219,4
1628390,Terrance Ferguson,2017,5.358217066104344,7.98614605420148,4
1628391,D.J. Wilson,2017,3.8279518465294013,6.728886579960167,4
1628392,Isaiah Hartenstein,2017,,4.847952737874475,3
1628393,Jawun Evans,2017,,3.9844020231995403,2
1628394,Anžejs Pasečņiks,2017,,26.032730607001717,2
1628395,Jordan Bell,2017,3.9318898700844525,9.719230529957967,4
1628396,Tony Bradley,2017,5.182396889779092,10.73003683065772,4
1628397,Ivan Rabb,2017,,1.0887334658057657,2
1628398,Kyle Kuzma,2017,1.404757999311991,4.049509693903635,4
1628399,Tyler Lydon,2017,,,2
1628400,Semi Ojeleye,2017,1.708040433254689,4.965771723083657,4
1628401,Derrick White,2017,4.61615432126296,7.9481397737252895,4
1628402,Frank Jackson,2017,,3.003299674645946,3
1628403,Caleb Swanigan,2017,,5.674122741985604,3
1628404,Josh Hart,2017,1.5025250831767525,4.314129158259745,4
1628407,Dwayne Bacon,2017,,5.0013081059386595,3
1628409,Alec Peters,2017,,,1
1628410,Edmond Sumner,2017,9.054409975457233,16.16301864728958,4
1628411,Wes Iwundu,2017,1.525712042649414,4.773352317217061,4
1628412,Frank Mason III,2017,2.6513658516028054,7.806373779734369,4
1628413,Jonah Bolden,2017,,4.174865215137433,2
1628414,Sindarius Thornwell,2017,2.756254768705941,11.577258516388085,4
1628415,Dillon Brooks,2017,3.3433235235116676,4.762235650618663,4
1628416,Tyler Dorsey,2017,,0.8099779718250718,2
1628417,Jaron Blossomgame,2017,,,1
1628418,Thomas Bryant,2017,4.506901546356429,6.398151778653663,4
1628420,Monte Morris,2017,6.589660267342196,7.826517752639136,4
1628422,Damyean Dotson,2017,1.7857360582455633,4.312066352969773,4
1628425,Sterling Brown,2017,1.9823509782367907,5.825880858134792,4
1628427,Vlatko Čančar,2017,,2.269107130284886,2
1628430,Nigel Williams-Goss,2017,,,1
