PLAYER_ID,PLAYER_NAME,draft_year,year5_season_start,year5_season_string,name_key_raw,macro_archetype,identity_drift_class,audit_note
201972,Jon Brockman,2009,2013,2013-14,jon brockman,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
201938,Jonny Flynn,2009,2013,2013-14,jonny flynn,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
201991,Lester Hudson,2009,2013,2013-14,lester hudson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
201988,Patty Mills,2009,2013,2013-14,patty mills,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
201958,Rodrigue Beaubois,2009,2013,2013-14,rodrigue beaubois,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
201970,Sam Young,2009,2013,2013-14,sam young,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
201981,Taylor Griffin,2009,2013,2013-14,taylor griffin,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
201944,Terrence Williams,2009,2013,2013-14,terrence williams,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202360,Andy Rautins,2010,2014,2014-15,andy rautins,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202356,Armon Johnson,2010,2014,2014-15,armon johnson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202342,Craig Brackins,2010,2014,2014-15,craig brackins,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202345,Damion James,2010,2014,2014-15,damion james,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202350,Daniel Orton,2010,2014,2014-15,daniel orton,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202359,Darington Hobson,2010,2014,2014-15,darington hobson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202382,Derrick Caracter,2010,2014,2014-15,derrick caracter,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202365,Devin Ebanks,2010,2014,2014-15,devin ebanks,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202354,Dexter Pittman,2010,2014,2014-15,dexter pittman,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202346,Dominique Jones,2010,2014,2014-15,dominique jones,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202371,Gani Lawal,2010,2014,2014-15,gani lawal,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202380,Hamady Ndiaye,2010,2014,2014-15,hamady ndiaye,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202341,James Anderson,2010,2014,2014-15,james anderson,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202348,Jordan Crawford,2010,2014,2014-15,jordan crawford,High-Usage Primary Creators,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202351,Lazar Hayward,2010,2014,2014-15,lazar hayward,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202376,Luke Harangody,2010,2014,2014-15,luke harangody,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202377,Pape Sy,2010,2014,2014-15,pape sy,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202385,Ryan Reid,2010,2014,2014-15,ryan reid,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202374,Solomon Alabi,2010,2014,2014-15,solomon alabi,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202378,Willie Warren,2010,2014,2014-15,willie warren,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202724,Charles Jenkins,2011,2015,2015-16,charles jenkins,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202698,Chris Singleton,2011,2015,2015-16,chris singleton,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202721,Darius Morris,2011,2015,2015-16,darius morris,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202732,DeAndre Liggins,2011,2015,2015-16,deandre liggins,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202700,Donatas Motiejunas,2011,2015,2015-16,donatas motiejunas,Scoring Bigs / Two-Way Forwards,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202683,Enes Freedom,2011,2015,2015-16,enes freedom,Scoring Bigs / Two-Way Forwards,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202707,JaJuan Johnson,2011,2015,2015-16,jajuan johnson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202686,Jan Vesely,2011,2015,2015-16,jan vesely,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202719,Jeremy Tyler,2011,2015,2015-16,jeremy tyler,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202716,Jordan Williams,2011,2015,2015-16,jordan williams,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202725,Josh Harrellson,2011,2015,2015-16,josh harrellson,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202729,Josh Selby,2011,2015,2015-16,josh selby,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202728,Keith Benson,2011,2015,2015-16,keith benson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202723,Malcolm Lee,2011,2015,2015-16,malcolm lee,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
202705,MarShon Brooks,2011,2015,2015-16,marshon brooks,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202701,Nolan Smith,2011,2015,2015-16,nolan smith,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202727,Travis Leslie,2011,2015,2015-16,travis leslie,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202717,Trey Thompkins,2011,2015,2015-16,trey thompkins,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202715,Tyler Honeycutt,2011,2015,2015-16,tyler honeycutt,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
202731,Vernon Macklin,2011,2015,2015-16,vernon macklin,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203102,Arnett Moultrie,2012,2016,2016-17,arnett moultrie,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203108,Bernard James,2012,2016,2016-17,bernard james,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203130,Darius Johnson-Odom,2012,2016,2016-17,darius johnson odom,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203121,Darius Miller,2012,2016,2016-17,darius miller,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203117,Doron Lamb,2012,2016,2016-17,doron lamb,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203097,Fab Melo,2012,2016,2016-17,fab melo,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203128,Furkan Aldemir,2012,2016,2016-17,furkan aldemir,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203099,Jared Cunningham,2012,2016,2016-17,jared cunningham,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203106,Jeffery Taylor,2012,2016,2016-17,jeffery taylor,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203088,Kendall Marshall,2012,2016,2016-17,kendall marshall,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203122,Kevin Murphy,2012,2016,2016-17,kevin murphy,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203119,Kim English,2012,2016,2016-17,kim english,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203123,Kostas Papanikolaou,2012,2016,2016-17,kostas papanikolaou,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203126,Kris Joseph,2012,2016,2016-17,kris joseph,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203104,Marquis Teague,2012,2016,2016-17,marquis teague,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203090,Maurice Harkless,2012,2016,2016-17,maurice harkless,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203136,Ognjen Kuzmic,2012,2016,2016-17,ognjen kuzmic,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203111,Orlando Johnson,2012,2016,2016-17,orlando johnson,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203103,Perry Jones III,2012,2016,2016-17,perry jones,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203113,Quincy Miller,2012,2016,2016-17,quincy miller,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203135,Robert Sacre,2012,2016,2016-17,robert sacre,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203091,Royce White,2012,2016,2016-17,royce white,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203129,Tornike Shengelia,2012,2016,2016-17,tornike shengelia,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203116,Tyshawn Taylor,2012,2016,2016-17,tyshawn taylor,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203461,Anthony Bennett,2013,2017,2017-18,anthony bennett,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203462,Archie Goodwin,2013,2017,2017-18,archie goodwin,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203475,Erick Green,2013,2017,2017-18,erick green,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203513,Erik Murphy,2013,2017,2017-18,erik murphy,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203318,Glen Rice,2013,2017,2017-18,glen rice,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203511,Grant Jerrett,2013,2017,2017-18,grant jerrett,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203479,Jamaal Franklin,2013,2017,2017-18,jamaal franklin,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203517,Nemanja Nedovic,2013,2017,2017-18,nemanja nedovic,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203491,Peyton Siva,2013,2017,2017-18,peyton siva,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203510,Pierre Jackson,2013,2017,2017-18,pierre jackson,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203492,Ray McCallum,2013,2017,2017-18,ray mccallum,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203495,Ricky Ledo,2013,2017,2017-18,ricky ledo,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203527,Ryan Kelly,2013,2017,2017-18,ryan kelly,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203508,Sergey Karasev,2013,2017,2017-18,sergey karasev,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203502,Tony Mitchell,2013,2017,2017-18,tony mitchell,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203940,Adreian Payne,2014,2018,2018-19,adreian payne,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203912,C.J. Wilcox,2014,2018,2018-19,c j wilcox,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203946,Cameron Bairstow,2014,2018,2018-19,cameron bairstow,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203921,Cleanthony Early,2014,2018,2018-19,cleanthony early,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203928,Cory Jefferson,2014,2018,2018-19,cory jefferson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203996,Damien Inglis,2014,2018,2018-19,damien inglis,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203906,Devyn Marble,2014,2018,2018-19,devyn marble,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
204002,Edy Tavares,2014,2018,2018-19,edy tavares,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203923,James Young,2014,2018,2018-19,james young,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203948,Johnny O'Bryant III,2014,2018,2018-19,johnny obryant,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203919,Jordan Adams,2014,2018,2018-19,jordan adams,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203962,Josh Huestis,2014,2018,2018-19,josh huestis,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203909,KJ McDaniels,2014,2018,2018-19,kj mcdaniels,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203934,Lamar Patterson,2014,2018,2018-19,lamar patterson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203900,Markel Brown,2014,2018,2018-19,markel brown,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
203956,Mitch McGary,2014,2018,2018-19,mitch mcgary,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203910,Nick Johnson,2014,2018,2018-19,nick johnson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203798,PJ Hairston,2014,2018,2018-19,pj hairston,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203893,Russ Smith,2014,2018,2018-19,russ smith,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203902,Semaj Christon,2014,2018,2018-19,semaj christon,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203648,Thanasis Antetokounmpo,2014,2018,2018-19,thanasis antetokounmpo,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
203898,Tyler Ennis,2014,2018,2018-19,tyler ennis,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1626150,Andrew Harrison,2015,2019,2019-20,andrew harrison,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626148,Anthony Brown,2015,2019,2019-20,anthony brown,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626183,Branden Dawson,2015,2019,2019-20,branden dawson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626191,Chris McCullough,2015,2019,2019-20,chris mccullough,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626177,Dakari Johnson,2015,2019,2019-20,dakari johnson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626199,Darrun Hilliard,2015,2019,2019-20,darrun hilliard,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626185,Jarell Martin,2015,2019,2019-20,jarell martin,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1626202,Joe Young,2015,2019,2019-20,joe young,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626175,Jordan Mickey,2015,2019,2019-20,jordan mickey,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626147,Justin Anderson,2015,2019,2019-20,justin anderson,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1626154,RJ Hunter,2015,2019,2019-20,rj hunter,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1626176,Rakeem Christmas,2015,2019,2019-20,rakeem christmas,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626173,Rashad Vaughn,2015,2019,2019-20,rashad vaughn,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1626155,Sam Dekker,2015,2019,2019-20,sam dekker,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627790,Ante Zizic,2016,2020,2020-21,ante zizic,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627791,Ben Bentil,2016,2020,2020-21,ben bentil,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627744,Brice Johnson,2016,2020,2020-21,brice johnson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627767,Cheick Diallo,2016,2020,2020-21,cheick diallo,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1627778,Chinanu Onuaku,2016,2020,2020-21,chinanu onuaku,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627772,Daniel Hamilton,2016,2020,2020-21,daniel hamilton,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627738,Deyonta Davis,2016,2020,2020-21,deyonta davis,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627754,Diamond Stone,2016,2020,2020-21,diamond stone,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627733,Dragan Bender,2016,2020,2020-21,dragan bender,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1627834,Georgios Papagiannis,2016,2020,2020-21,georgios papagiannis,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627785,Isaiah Whitehead,2016,2020,2020-21,isaiah whitehead,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627762,Joel Bolomboy,2016,2020,2020-21,joel bolomboy,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627770,Kay Felder,2016,2020,2020-21,kay felder,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627781,Malachi Richardson,2016,2020,2020-21,malachi richardson,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627779,Marcus Paige,2016,2020,2020-21,marcus paige,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627771,Michael Gbinije,2016,2020,2020-21,michael gbinije,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627835,Paul Zipser,2016,2020,2020-21,paul zipser,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627746,Skal Labissiere,2016,2020,2020-21,skal labissiere,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1627757,Stephen Zimmerman,2016,2020,2020-21,stephen zimmerman,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627789,Timothe Luwawu-Cabarrot,2016,2020,2020-21,timothe luwawu cabarrot,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1627755,Tyler Ulis,2016,2020,2020-21,tyler ulis,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627820,Tyrone Wallace,2016,2020,2020-21,tyrone wallace,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627735,Wade Baldwin IV,2016,2020,2020-21,wade baldwin,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1627753,Zhou Qi,2016,2020,2020-21,zhou qi,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628409,Alec Peters,2017,2021,2021-22,alec peters,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628394,Anžejs Pasečņiks,2017,2021,2021-22,anzejs pasecniks,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628403,Caleb Swanigan,2017,2021,2021-22,caleb swanigan,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628407,Dwayne Bacon,2017,2021,2021-22,dwayne bacon,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628412,Frank Mason III,2017,2021,2021-22,frank mason,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628385,Harry Giles III,2017,2021,2021-22,harry giles,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628387,Ike Anigbogu,2017,2021,2021-22,ike anigbogu,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628397,Ivan Rabb,2017,2021,2021-22,ivan rabb,Low-Usage Interior Bigs,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628444,Jabari Bird,2017,2021,2021-22,jabari bird,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628417,Jaron Blossomgame,2017,2021,2021-22,jaron blossomgame,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628393,Jawun Evans,2017,2021,2021-22,jawun evans,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628413,Jonah Bolden,2017,2021,2021-22,jonah bolden,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628383,Justin Patton,2017,2021,2021-22,justin patton,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628443,Kadeem Allen,2017,2021,2021-22,kadeem allen,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628430,Nigel Williams-Goss,2017,2021,2021-22,nigel williams goss,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628414,Sindarius Thornwell,2017,2021,2021-22,sindarius thornwell,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628388,T.J. Leaf,2017,2021,2021-22,t j leaf,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628390,Terrance Ferguson,2017,2021,2021-22,terrance ferguson,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628416,Tyler Dorsey,2017,2021,2021-22,tyler dorsey,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628399,Tyler Lydon,2017,2021,2021-22,tyler lydon,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629083,Arnoldas Kulboka,2018,2022,2022-23,arnoldas kulboka,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628990,Chandler Hutchison,2018,2022,2022-23,chandler hutchison,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628985,Devon Hall,2018,2022,2022-23,devon hall,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629058,Dzanan Musa,2018,2022,2022-23,dzanan musa,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629059,Elie Okobo,2018,2022,2022-23,elie okobo,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628994,George King,2018,2022,2022-23,george king,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629067,Isaac Bonga,2018,2022,2022-23,isaac bonga,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628980,Jacob Evans,2018,2022,2022-23,jacob evans,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629010,Jerome Robinson,2018,2022,2022-23,jerome robinson,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628987,Kevin Hervey,2018,2022,2022-23,kevin hervey,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629017,Khyri Thomas,2018,2022,2022-23,khyri thomas,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1628982,Melvin Frazier Jr.,2018,2022,2022-23,melvin frazier,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1628970,Miles Bridges,2018,2022,2022-23,miles bridges,Scoring Bigs / Two-Way Forwards,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629016,Omari Spellman,2018,2022,2022-23,omari spellman,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629034,Ray Spalding,2018,2022,2022-23,ray spalding,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629066,Rodions Kurucs,2018,2022,2022-23,rodions kurucs,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629118,Thomas Welsh,2018,2022,2022-23,thomas welsh,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629053,Vincent Edwards,2018,2022,2022-23,vincent edwards,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629346,Alen Smailagic,2019,2023,2023-24,alen smailagic,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
