PLAYER_ID,PLAYER_NAME,provisional_action_bucket,provisional_action_label,holdout_for_case_study,holdout_reason,case_study_priority,decision_card_ready_flag
101132,Linas Kleiza,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101150,Lou Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101129,Luther Head,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101162,Marcin Gortat,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101110,Martell Webster,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101149,Martynas Andriuskevicius,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101107,Marvin Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101148,Mile Ilic,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101145,Monta Ellis,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101126,Nate Robinson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101158,Orien Greene,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101119,Rashad McCants,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101109,Raymond Felton,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101156,Robert Whaley,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101146,Roko Ukic,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101142,Ronny Turiaf,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101155,Ryan Gomes,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101136,Salim Stoudamire,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101118,Sean May,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101143,Travis Diener,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101166,Uros Slokar,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101144,Von Wafer,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101134,Wayne Simien,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101117,Yaroslav Korolev,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200747,Adam Morrison,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200792,Alexander Johnson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200745,Andrea Bargnani,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200784,Bobby Jones,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200750,Brandon Roy,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200759,Cedric Simmons,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200798,Cheikh Samb,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200783,Craig Smith,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200806,Damir Markota,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200789,Daniel Gibson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200786,David Noel,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200793,Dee Brown,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200799,Guillermo Diaz,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200801,Hassan Adams,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200756,Hilton Armstrong,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200755,JJ Redick,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200788,James Augustine,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200778,James White,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200770,Jordan Farmar,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200767,Josh Boone,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200785,Kosta Perovic,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200768,Kyle Lowry,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200746,LaMarcus Aldridge,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200796,Leon Powe,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200790,Marcus Vinicius,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200776,Mardy Collins,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200772,Maurice Ager,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200754,Mouhamed Sene,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200762,Oleksiy Pecherov,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200782,P.J. Tucker,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200753,Patrick O'Bryant,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200781,Paul Davis,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
200794,Paul Millsap,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200763,Quincy Douby,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200765,Rajon Rondo,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200751,Randy Foye,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200764,Renaldo Balkman,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200760,Rodney Carney,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200758,Ronnie Brewer,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200752,Rudy Gay,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200797,Ryan Hollins,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200771,Sergio Rodriguez,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200769,Shannon Brown,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200761,Shawne Williams,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200749,Shelden Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200780,Solomon Jones,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200779,Steve Novak,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
200757,Thabo Sefolosha,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200748,Tyrus Thomas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
200807,Will Blalock,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201166,Aaron Brooks,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201189,Aaron Gray,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201151,Acie Law,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201143,Al Horford,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201154,Al Thornton,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201169,Alando Tucker,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201167,Arron Afflalo,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201148,Brandan Wright,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201171,Carl Landry,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201181,Chris Richard,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201147,Corey Brewer,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201199,DJ Strawberry,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201161,Daequan Cook,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201193,Demetris Nichols,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201187,Dominic McGuire,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201172,Gabe Pruitt,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201175,Glen Davis,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201141,Greg Oden,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201191,JamesOn Curry,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201162,Jared Dudley,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201160,Jason Smith,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201159,Javaris Crittenton,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201145,Jeff Green,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201176,Jermareo Davidson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201149,Joakim Noah,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201177,Josh McRoberts,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201153,Julian Wright,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201142,Kevin Durant,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201178,Kyrylo Fesenko,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201188,Marc Gasol,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201158,Marco Belinelli,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201173,Marcus Williams,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201144,Mike Conley,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201165,Morris Almond,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201174,Nick Fazekas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201156,Nick Young,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201196,Ramon Sessions,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201155,Rodney Stuckey,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201164,Rudy Fernandez,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201157,Sean Williams,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201150,Spencer Hawes,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201186,Stephane Lasme,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201180,Sun Sun,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201192,Taurean Green,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201152,Thaddeus Young,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201168,Tiago Splitter,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201163,Wilson Chandler,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201146,Yi Jianlian,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201582,Alexis Ajinca,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201576,Anthony Randolph,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201575,Brandon Rush,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201572,Brook Lopez,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201604,Chris Douglas-Roberts,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201584,Courtney Lee,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201571,D.J. Augustin,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201591,DJ White,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201568,Danilo Gallinari,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201616,Darnell Jackson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201589,Darrell Arthur,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201599,DeAndre Jordan,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201565,Derrick Rose,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201590,Donte Greene,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201569,Eric Gordon,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201588,George Hill,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201609,Goran Dragic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201611,Henry Walker,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201592,J.R. Giddens,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201581,JJ Hickson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201580,JaVale McGee,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201574,Jason Thompson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201573,Jerryd Bayless,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201570,Joe Alexander,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201621,Joe Crawford,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201595,Joey Dorsey,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201567,Kevin Love,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201585,Kosta Koufos,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201602,Kyle Weaver,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201601,Luc Mbah a Moute,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201612,Malik Hairston,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201596,Mario Chalmers,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201578,Marreese Speights,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201563,Michael Beasley,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201446,Mike Taylor,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201605,Nathan Jawai,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201587,Nicolas Batum,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201593,Nikola Pekovic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201564,O.J. Mayo,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201600,Omer Asik,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201607,Patrick Ewing,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201577,Robin Lopez,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201579,Roy Hibbert,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201566,Russell Westbrook,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201583,Ryan Anderson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201606,Sean Singletary,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201623,Semih Erden,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201586,Serge Ibaka,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201603,Sonny Weems,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201594,Walter Sharpe,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201985,AJ Price,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201948,Austin Daye,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201933,Blake Griffin,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201943,Brandon Jennings,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201957,Byron Mullens,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201978,Chase Budinger,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201963,Christian Eyenga,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201969,DaJuan Summers,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201980,Danny Green,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201967,Dante Cunningham,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201954,Darren Collison,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201971,DeJuan Blair,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201942,DeMar DeRozan,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201960,DeMarre Carroll,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201974,Derrick Brown,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201947,Earl Clark,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201953,Eric Maynor,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201945,Gerald Henderson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201934,Hasheem Thabeet,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201935,James Harden,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201949,James Johnson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201965,Jeff Ayres,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201952,Jeff Teague,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201966,Jermaine Taylor,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201975,Jodie Meeks,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201972,Jon Brockman,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201973,Jonas Jerebko,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201938,Jonny Flynn,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201941,Jordan Hill,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201950,Jrue Holiday,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201991,Lester Hudson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201977,Marcus Thornton,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201986,Nando De Colo,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201956,Omri Casspi,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201976,Patrick Beverley,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201988,Patty Mills,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201937,Ricky Rubio,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201958,Rodrigue Beaubois,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201970,Sam Young,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201939,Stephen Curry,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201959,Taj Gibson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201981,Taylor Griffin,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
201944,Terrence Williams,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201962,Toney Douglas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201951,Ty Lawson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201946,Tyler Hansbrough,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201936,Tyreke Evans,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
201964,Victor Claver,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
201961,Wayne Ellington,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202329,Al-Farouq Aminu,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202360,Andy Rautins,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202356,Armon Johnson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202340,Avery Bradley,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202332,Cole Aldrich,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202342,Craig Brackins,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202345,Damion James,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202350,Daniel Orton,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202359,Darington Hobson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202326,DeMarcus Cousins,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202382,Derrick Caracter,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202324,Derrick Favors,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202365,Devin Ebanks,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202354,Dexter Pittman,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202346,Dominique Jones,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202334,Ed Davis,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202327,Ekpe Udoh,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202343,Elliot Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202339,Eric Bledsoe,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202323,Evan Turner,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202371,Gani Lawal,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202330,Gordon Hayward,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202328,Greg Monroe,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202349,Greivis Vasquez,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202380,Hamady Ndiaye,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202355,Hassan Whiteside,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202341,James Anderson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202363,Jarvis Varnado,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202379,Jeremy Evans,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202366,Jerome Jordan,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202322,John Wall,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202348,Jordan Crawford,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202338,Kevin Seraphin,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202362,Lance Stephenson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202361,Landry Fields,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202336,Larry Sanders,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202351,Lazar Hayward,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202337,Luke Babbitt,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202376,Luke Harangody,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202377,Pape Sy,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202335,Patrick Patterson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202331,Paul George,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202347,Quincy Pondexter,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202385,Ryan Reid,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202374,Solomon Alabi,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202344,Trevor Booker,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202325,Wesley Johnson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202378,Willie Warren,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202333,Xavier Henry,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202692,Alec Burks,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202726,Andrew Goudelock,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202687,Bismack Biyombo,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202711,Bojan Bogdanovic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202688,Brandon Knight,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202718,Chandler Parsons,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202724,Charles Jenkins,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202698,Chris Singleton,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202709,Cory Joseph,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202721,Darius Morris,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202732,DeAndre Liggins,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202682,Derrick Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202700,Donatas Motiejunas,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202734,E'Twaun Moore,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202683,Enes Freedom,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202697,Iman Shumpert,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202738,Isaiah Thomas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202707,JaJuan Johnson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202686,Jan Vesely,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202719,Jeremy Tyler,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202690,Jimmer Fredette,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202710,Jimmy Butler III,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202720,Jon Leuer,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202685,Jonas Valančiūnas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202706,Jordan Hamilton,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202716,Jordan Williams,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202725,Josh Harrellson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202729,Josh Selby,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202712,Justin Harper,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
202695,Kawhi Leonard,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202728,Keith Benson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202689,Kemba Walker,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202702,Kenneth Faried,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202691,Klay Thompson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202713,Kyle Singler,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202681,Kyrie Irving,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202730,Lavoy Allen,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202723,Malcolm Lee,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
202705,MarShon Brooks,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202694,Marcus Morris Sr.,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202693,Markieff Morris,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
202703,Nikola Mirotic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
