PLAYER_ID,COHORT_PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,avg_loc_x,avg_loc_y,avg_total_seconds_remaining,low_volume_lt25_flag,low_volume_lt50_flag,low_volume_lt100_flag
2412,Jiri Welsch,2002,3,2004-05,69,371,149,0.40161725067385445,9.412398921832883,77.62264150943396,359.7061994609164,0,0,0
2412,Jiri Welsch,2002,4,2005-06,56,222,86,0.38738738738738737,4.22972972972973,76.06306306306307,347.8918918918919,0,0,0
2413,Juan Dixon,2002,1,2002-03,40,271,104,0.3837638376383764,-4.9335793357933575,87.04059040590406,345.6642066420664,0,0,0
2413,Juan Dixon,2002,2,2003-04,71,637,247,0.3877551020408163,-18.621664050235477,76.1978021978022,341.4788069073783,0,0,0
2413,Juan Dixon,2002,3,2004-05,63,447,186,0.4161073825503356,-10.281879194630873,81.86800894854586,348.78747203579417,0,0,0
2413,Juan Dixon,2002,4,2005-06,76,821,357,0.4348355663824604,-8.814859926918393,80.65529841656516,334.18026796589527,0,0,0
2414,Curtis Borchardt,2002,2,2003-04,16,56,22,0.39285714285714285,-3.6785714285714284,58.69642857142857,418.9107142857143,0,0,1
2414,Curtis Borchardt,2002,3,2004-05,56,172,74,0.43023255813953487,0.25,32.06395348837209,396.8488372093023,0,0,0
2415,Ryan Humphrey,2002,1,2002-03,38,120,35,0.2916666666666667,-5.241666666666666,27.916666666666668,368.4583333333333,0,0,0
2415,Ryan Humphrey,2002,2,2003-04,2,4,1,0.25,14.0,124.5,37.75,1,1,1
2415,Ryan Humphrey,2002,3,2004-05,32,103,42,0.4077669902912621,-2.9514563106796117,26.932038834951456,375.5728155339806,0,0,0
2416,Kareem Rush,2002,1,2002-03,69,244,96,0.39344262295081966,-1.5778688524590163,89.40983606557377,353.1475409836066,0,0,0
2416,Kareem Rush,2002,2,2003-04,70,432,190,0.4398148148148148,1.7037037037037037,105.05555555555556,371.18981481481484,0,0,0
2416,Kareem Rush,2002,3,2004-05,44,406,157,0.3866995073891626,-12.517241379310345,85.95320197044335,361.33251231527095,0,0,0
2416,Kareem Rush,2002,4,2005-06,46,469,181,0.3859275053304904,-17.11727078891258,96.95522388059702,350.9488272921109,0,0,0
2417,Qyntel Woods,2002,1,2002-03,38,118,59,0.5,-11.347457627118644,33.54237288135593,232.5,0,0,0
2417,Qyntel Woods,2002,2,2003-04,53,237,88,0.37130801687763715,7.2025316455696204,53.15611814345991,349.53586497890296,0,0,0
2417,Qyntel Woods,2002,3,2004-05,3,12,5,0.4166666666666667,58.666666666666664,16.833333333333332,252.33333333333334,1,1,1
2417,Qyntel Woods,2002,4,2005-06,47,254,129,0.5078740157480315,26.133858267716537,38.326771653543304,355.03937007874015,0,0,0
2418,Casey Jacobsen,2002,1,2002-03,70,327,122,0.3730886850152905,28.90519877675841,64.23853211009174,334.5045871559633,0,0,0
2418,Casey Jacobsen,2002,2,2003-04,74,360,150,0.4166666666666667,15.127777777777778,72.16388888888889,310.03055555555557,0,0,0
2418,Casey Jacobsen,2002,3,2004-05,83,408,165,0.40441176470588236,-9.33578431372549,62.39460784313726,342.86764705882354,0,0,0
2419,Tayshaun Prince,2002,1,2002-03,33,118,53,0.4491525423728814,-7.101694915254237,80.12711864406779,301.56779661016947,0,0,0
2419,Tayshaun Prince,2002,2,2003-04,82,723,338,0.46749654218533887,-1.4951590594744122,55.55601659751037,362.3402489626556,0,0,0
2419,Tayshaun Prince,2002,3,2004-05,82,963,469,0.48701973001038423,6.949117341640706,42.14434060228453,342.9896157840083,0,0,0
2419,Tayshaun Prince,2002,4,2005-06,82,999,455,0.45545545545545546,-3.156156156156156,50.65565565565566,343.4864864864865,0,0,0
2420,Nenad Krstic,2002,3,2004-05,72,570,281,0.49298245614035086,2.4368421052631577,30.649122807017545,381.8122807017544,0,0,0
2420,Nenad Krstic,2002,4,2005-06,80,881,447,0.5073779795686719,3.095346197502838,42.196367763904654,377.4438138479001,0,0,0
2421,Frank Williams,2002,1,2002-03,15,33,9,0.2727272727272727,-12.818181818181818,76.48484848484848,322.3939393939394,0,1,1
2421,Frank Williams,2002,2,2003-04,47,208,80,0.38461538461538464,-16.995192307692307,70.97115384615384,351.07211538461536,0,0,0
2421,Frank Williams,2002,3,2004-05,6,20,3,0.15,-37.5,60.65,296.55,1,1,1
2422,John Salmons,2002,1,2002-03,40,116,48,0.41379310344827586,4.017241379310345,38.69827586206897,246.94827586206895,0,0,0
2422,John Salmons,2002,2,2003-04,73,416,161,0.3870192307692308,-6.394230769230769,61.83413461538461,353.06490384615387,0,0,0
2422,John Salmons,2002,3,2004-05,53,210,85,0.40476190476190477,-6.109523809523809,75.68571428571428,344.37619047619046,0,0,0
2422,John Salmons,2002,4,2005-06,80,521,219,0.42034548944337813,2.224568138195777,55.190019193857964,356.1919385796545,0,0,0
2423,Chris Jefferies,2002,1,2002-03,46,194,75,0.3865979381443299,6.561855670103093,82.50515463917526,351.66494845360825,0,0,0
2423,Chris Jefferies,2002,2,2003-04,19,72,27,0.375,37.65277777777778,104.125,245.88888888888889,0,0,1
2424,Dan Dickau,2002,1,2002-03,45,170,70,0.4117647058823529,-23.4,82.10588235294118,346.5529411764706,0,0,0
2424,Dan Dickau,2002,2,2003-04,34,98,37,0.37755102040816324,-14.785714285714286,87.09183673469387,286.6224489795918,0,0,1
2424,Dan Dickau,2002,3,2004-05,70,756,306,0.40476190476190477,8.71031746031746,97.90079365079364,317.25396825396825,0,0,0
2424,Dan Dickau,2002,4,2005-06,14,46,17,0.3695652173913043,-11.934782608695652,90.1086956521739,332.2826086956522,0,1,1
2425,Robert Archibald,2002,1,2002-03,9,20,6,0.3,-8.6,13.0,328.7,1,1,1
2425,Robert Archibald,2002,2,2003-04,20,33,9,0.2727272727272727,-0.9090909090909091,22.272727272727273,266.93939393939394,0,1,1
2427,Roger Mason Jr.,2002,1,2002-03,14,31,11,0.3548387096774194,17.322580645161292,118.74193548387096,332.48387096774195,0,1,1
2427,Roger Mason Jr.,2002,2,2003-04,21,98,32,0.32653061224489793,23.193877551020407,81.79591836734694,287.1734693877551,0,0,1
2428,Vincent Yarbrough,2002,1,2002-03,56,428,168,0.3925233644859813,-18.69392523364486,68.07710280373831,348.5817757009346,0,0,0
2429,Dan Gadzuric,2002,1,2002-03,41,145,70,0.4827586206896552,6.786206896551724,25.448275862068964,398.55172413793105,0,0,0
2429,Dan Gadzuric,2002,2,2003-04,71,349,183,0.5243553008595988,7.002865329512894,17.191977077363898,341.0916905444126,0,0,0
2429,Dan Gadzuric,2002,3,2004-05,79,451,243,0.5388026607538803,1.8492239467849223,9.372505543237251,368.5920177383592,0,0,0
2429,Dan Gadzuric,2002,4,2005-06,70,309,171,0.5533980582524272,7.446601941747573,14.79611650485437,397.76375404530745,0,0,0
2430,Carlos Boozer,2002,1,2002-03,77,618,331,0.5355987055016181,-1.3446601941747574,24.983818770226538,359.09546925566343,0,0,0
2430,Carlos Boozer,2002,2,2003-04,75,900,471,0.5233333333333333,6.642222222222222,33.24666666666667,358.89,0,0,0
2430,Carlos Boozer,2002,3,2004-05,51,693,361,0.5209235209235209,-9.562770562770563,37.093795093795094,355.62193362193364,0,0,0
2430,Carlos Boozer,2002,4,2005-06,33,399,219,0.5488721804511278,-7.135338345864661,40.40601503759399,324.187969924812,0,0,0
2432,Tito Maddox,2002,1,2002-03,5,12,3,0.25,-41.333333333333336,63.25,302.1666666666667,1,1,1
2435,Mario Kasun,2002,3,2004-05,33,98,47,0.47959183673469385,0.04081632653061224,13.806122448979592,318.7959183673469,0,0,1
2435,Mario Kasun,2002,4,2005-06,25,69,31,0.4492753623188406,-4.260869565217392,9.478260869565217,336.0144927536232,0,0,1
2436,Flip Murray,2002,1,2002-03,13,31,11,0.3548387096774194,-6.870967741935484,49.54838709677419,170.61290322580646,0,1,1
2436,Flip Murray,2002,2,2003-04,82,915,389,0.42513661202185793,-3.2797814207650275,71.21748633879781,319.1169398907104,0,0,0
2436,Flip Murray,2002,3,2004-05,47,363,131,0.3608815426997245,-0.3608815426997245,88.38292011019284,342.12947658402203,0,0,0
2436,Flip Murray,2002,4,2005-06,76,768,321,0.41796875,-2.1822916666666665,63.21484375,325.2161458333333,0,0,0
2437,Lonny Baxter,2002,1,2002-03,50,206,96,0.46601941747572817,8.689320388349515,19.558252427184467,303.4466019417476,0,0,0
2437,Lonny Baxter,2002,2,2003-04,56,209,103,0.49282296650717705,3.7416267942583734,24.6555023923445,356.99043062200957,0,0,0
2437,Lonny Baxter,2002,3,2004-05,3,11,3,0.2727272727272727,-2.909090909090909,32.27272727272727,341.45454545454544,1,1,1
2437,Lonny Baxter,2002,4,2005-06,30,104,45,0.4326923076923077,4.230769230769231,18.26923076923077,326.09615384615387,0,0,0
2440,Matt Barnes,2002,2,2003-04,32,138,63,0.45652173913043476,0.34057971014492755,33.1231884057971,350.8768115942029,0,0,0
2440,Matt Barnes,2002,3,2004-05,37,151,62,0.4105960264900662,40.58940397350993,61.602649006622514,355.3907284768212,0,0,0
2440,Matt Barnes,2002,4,2005-06,41,140,70,0.5,1.3,27.064285714285713,369.14285714285717,0,0,0
2441,Jamal Sampson,2002,1,2002-03,1,2,0,0.0,-6.5,11.0,86.0,1,1,1
2441,Jamal Sampson,2002,2,2003-04,8,23,11,0.4782608695652174,1.7826086956521738,43.52173913043478,344.30434782608694,1,1,1
2441,Jamal Sampson,2002,3,2004-05,22,62,28,0.45161290322580644,-5.290322580645161,44.725806451612904,305.80645161290323,0,0,1
2441,Jamal Sampson,2002,4,2005-06,6,7,5,0.7142857142857143,-3.7142857142857144,21.571428571428573,100.0,1,1,1
2442,Chris Owens,2002,1,2002-03,1,3,2,0.6666666666666666,-56.333333333333336,5.0,195.0,1,1,1
2443,Darius Songaila,2002,2,2003-04,64,273,133,0.48717948717948717,8.095238095238095,31.94139194139194,357.53479853479854,0,0,0
2443,Darius Songaila,2002,3,2004-05,79,488,257,0.5266393442622951,14.366803278688524,68.21311475409836,396.1454918032787,0,0,0
2443,Darius Songaila,2002,4,2005-06,62,491,236,0.48065173116089616,0.12830957230142567,63.657841140529534,313.7739307535642,0,0,0
2446,Rasual Butler,2002,1,2002-03,69,572,207,0.3618881118881119,0.8898601398601399,78.16083916083916,350.75174825174827,0,0,0
2446,Rasual Butler,2002,2,2003-04,43,250,119,0.476,-2.136,91.988,339.248,0,0,0
2446,Rasual Butler,2002,3,2004-05,63,409,163,0.39853300733496333,29.400977995110026,102.5281173594132,341.4621026894865,0,0,0
2446,Rasual Butler,2002,4,2005-06,79,633,257,0.4060031595576619,4.069510268562401,83.7124802527646,339.7424960505529,0,0,0
2447,Tamar Slay,2002,1,2002-03,32,103,39,0.3786407766990291,9.12621359223301,74.48543689320388,287.81553398058253,0,0,0
2447,Tamar Slay,2002,2,2003-04,15,60,21,0.35,8.95,75.86666666666666,343.03333333333336,0,0,1
2447,Tamar Slay,2002,3,2004-05,8,39,13,0.3333333333333333,17.846153846153847,80.8974358974359,268.7435897435897,0,1,1
2450,Randy Holcomb,2002,4,2005-06,1,1,1,1.0,51.0,179.0,382.0,1,1,1
2451,Corsley Edwards,2002,3,2004-05,9,31,10,0.3225806451612903,-7.161290322580645,22.870967741935484,378.51612903225805,0,1,1
2544,LeBron James,2003,1,2003-04,79,1492,622,0.4168900804289544,1.5770777479892761,53.23190348525469,324.519436997319,0,0,0
2544,LeBron James,2003,2,2004-05,80,1684,795,0.47209026128266035,7.0997624703087885,65.02256532066508,339.59204275534444,0,0,0
2544,LeBron James,2003,3,2005-06,79,1823,875,0.4799780581459133,-0.9012616566099836,70.2424574876577,328.25836533187055,0,0,0
2544,LeBron James,2003,4,2006-07,78,1621,772,0.47624922887106724,2.0055521283158546,73.55274521900061,310.43059839605183,0,0,0
2545,Darko Milicic,2003,1,2003-04,26,65,17,0.26153846153846155,-8.661538461538461,28.4,179.41538461538462,0,0,1
2545,Darko Milicic,2003,2,2004-05,27,76,25,0.32894736842105265,-8.842105263157896,41.31578947368421,272.9868421052632,0,0,1
2545,Darko Milicic,2003,3,2005-06,46,234,119,0.5085470085470085,-18.50854700854701,66.44017094017094,331.2264957264957,0,0,0
2545,Darko Milicic,2003,4,2006-07,77,548,249,0.4543795620437956,-9.97992700729927,38.666058394160586,344.8905109489051,0,0,0
2546,Carmelo Anthony,2003,1,2003-04,82,1465,624,0.425938566552901,10.725597269624574,58.11194539249147,347.0341296928328,0,0,0
2546,Carmelo Anthony,2003,2,2004-05,75,1230,530,0.43089430894308944,7.917886178861789,57.9739837398374,354.1471544715447,0,0,0
2546,Carmelo Anthony,2003,3,2005-06,80,1572,756,0.48091603053435117,10.775445292620866,57.767175572519086,327.98664122137404,0,0,0
2546,Carmelo Anthony,2003,4,2006-07,65,1453,691,0.4755677907777013,21.354439091534754,51.13902271163111,340.10323468685476,0,0,0
2547,Chris Bosh,2003,1,2003-04,75,712,327,0.4592696629213483,-2.191011235955056,44.60112359550562,379.0379213483146,0,0,0
2547,Chris Bosh,2003,2,2004-05,81,1005,473,0.47064676616915424,13.957213930348258,45.297512437810944,390.15820895522387,0,0,0
2547,Chris Bosh,2003,3,2005-06,70,1087,549,0.5050597976080957,12.594296228150874,50.797608095676175,364.12511499540017,0,0,0
2547,Chris Bosh,2003,4,2006-07,69,1094,543,0.4963436928702011,-4.753199268738574,62.25594149908592,363.28427787934186,0,0,0
2548,Dwyane Wade,2003,1,2003-04,61,798,371,0.4649122807017544,-2.06390977443609,45.69674185463659,337.04010025062655,0,0,0
2548,Dwyane Wade,2003,2,2004-05,77,1318,630,0.4779969650986343,-22.60546282245827,50.61836115326252,338.6198786039454,0,0,0
2548,Dwyane Wade,2003,3,2005-06,75,1413,699,0.49469214437367304,-20.758669497523,63.92215145081387,326.34253361641896,0,0,0
2548,Dwyane Wade,2003,4,2006-07,51,962,472,0.49064449064449067,-26.12889812889813,74.46465696465697,326.08731808731807,0,0,0
2549,Chris Kaman,2003,1,2003-04,79,435,200,0.45977011494252873,7.050574712643678,25.349425287356322,380.06436781609193,0,0,0
2549,Chris Kaman,2003,2,2004-05,62,495,246,0.49696969696969695,12.432323232323233,31.32323232323232,379.7616161616162,0,0,0
2549,Chris Kaman,2003,3,2005-06,78,706,369,0.5226628895184136,4.381019830028329,26.347025495750707,377.60906515580734,0,0,0
2549,Chris Kaman,2003,4,2006-07,75,652,294,0.450920245398773,9.550613496932515,27.911042944785276,423.14877300613495,0,0,0
2550,Kirk Hinrich,2003,1,2003-04,76,823,318,0.3863912515188335,-12.939246658566221,108.16038882138518,357.50182260024303,0,0,0
2550,Kirk Hinrich,2003,2,2004-05,77,1122,445,0.3966131907308378,-15.124777183600713,119.44652406417113,359.1550802139037,0,0,0
2550,Kirk Hinrich,2003,3,2005-06,80,1078,451,0.41836734693877553,-20.179035250463823,108.42949907235622,360.40816326530614,0,0,0
2550,Kirk Hinrich,2003,4,2006-07,80,1061,475,0.44769085768143263,-20.35909519321395,112.77662582469368,354.2827521206409,0,0,0
2551,T.J. Ford,2003,1,2003-04,55,398,153,0.3844221105527638,1.4924623115577889,60.07788944723618,337.06281407035175,0,0,0
2551,T.J. Ford,2003,3,2005-06,71,789,328,0.4157160963244613,-5.079847908745247,62.662864385297844,319.67173637515845,0,0,0
2551,T.J. Ford,2003,4,2006-07,75,902,393,0.4356984478935698,13.998891352549888,75.28824833702882,325.3292682926829,0,0,0
2552,Michael Sweetney,2003,1,2003-04,37,140,69,0.4928571428571429,-15.221428571428572,28.65714285714286,333.01428571428573,0,0,0
2552,Michael Sweetney,2003,2,2004-05,75,446,237,0.531390134529148,-8.710762331838565,21.39237668161435,392.9035874439462,0,0,0
2552,Michael Sweetney,2003,3,2005-06,64,444,200,0.45045045045045046,-1.5698198198198199,32.14414414414414,413.536036036036,0,0,0
2552,Michael Sweetney,2003,4,2006-07,44,134,58,0.43283582089552236,-4.641791044776119,21.65671641791045,330.96268656716416,0,0,0
2553,Jarvis Hayes,2003,1,2003-04,70,695,278,0.4,13.041726618705036,53.42877697841727,344.1654676258993,0,0,0
2553,Jarvis Hayes,2003,2,2004-05,54,530,206,0.3886792452830189,-12.484905660377358,73.75094339622642,362.9943396226415,0,0,0
2553,Jarvis Hayes,2003,3,2005-06,21,183,77,0.4207650273224044,-11.415300546448087,71.26229508196721,373.92349726775956,0,0,0
2553,Jarvis Hayes,2003,4,2006-07,81,546,224,0.41025641025641024,-8.315018315018316,77.0915750915751,364.1904761904762,0,0,0
2554,Mickael Pietrus,2003,1,2003-04,40,231,96,0.4155844155844156,10.519480519480519,55.467532467532465,340.16883116883116,0,0,0
2554,Mickael Pietrus,2003,2,2004-05,67,501,214,0.42714570858283435,3.6786427145708585,79.67864271457086,333.690618762475,0,0,0
2554,Mickael Pietrus,2003,3,2005-06,52,418,169,0.4043062200956938,-2.3923444976076556,59.23684210526316,335.52392344497605,0,0,0
2554,Mickael Pietrus,2003,4,2006-07,71,586,286,0.4880546075085324,-18.64334470989761,35.34982935153584,363.6331058020478,0,0,0
2555,Nick Collison,2003,2,2004-05,79,353,189,0.5354107648725213,-0.1529745042492918,17.524079320113316,357.8243626062323,0,0,0
2555,Nick Collison,2003,3,2005-06,65,394,207,0.5253807106598984,-1.1928934010152283,40.67766497461929,342.4746192893401,0,0,0
2555,Nick Collison,2003,4,2006-07,82,636,318,0.5,-7.4575471698113205,27.979559748427672,382.24528301886795,0,0,0
2556,Marcus Banks,2003,1,2003-04,78,442,177,0.4004524886877828,2.081447963800905,89.47058823529412,296.3325791855204,0,0,0
2556,Marcus Banks,2003,2,2004-05,79,286,115,0.4020979020979021,6.5174825174825175,79.63286713286713,380.9195804195804,0,0,0
2556,Marcus Banks,2003,3,2005-06,58,468,219,0.46794871794871795,7.450854700854701,101.27350427350427,320.7521367521368,0,0,0
2556,Marcus Banks,2003,4,2006-07,44,196,84,0.42857142857142855,11.979591836734693,91.21938775510205,328.83673469387753,0,0,0
2557,Luke Ridnour,2003,1,2003-04,63,350,145,0.4142857142857143,-2.0628571428571427,83.35142857142857,353.48285714285714,0,0,0
2557,Luke Ridnour,2003,2,2004-05,82,739,299,0.40460081190798375,-9.591339648173207,87.38159675236807,354.18809201623816,0,0,0
2557,Luke Ridnour,2003,3,2005-06,79,799,334,0.41802252816020025,-10.381727158948685,86.60575719649562,300.61952440550687,0,0,0
2557,Luke Ridnour,2003,4,2006-07,71,695,301,0.4330935251798561,-4.296402877697842,78.81294964028777,323.55539568345324,0,0,0
2558,Reece Gaines,2003,1,2003-04,29,86,25,0.29069767441860467,-13.13953488372093,102.61627906976744,301.98837209302326,0,0,1
2558,Reece Gaines,2003,2,2004-05,12,50,17,0.34,4.98,61.08,262.56,0,0,1
2558,Reece Gaines,2003,3,2005-06,8,12,6,0.5,-72.25,74.0,137.41666666666666,1,1,1
2559,Troy Bell,2003,1,2003-04,5,18,4,0.2222222222222222,7.722222222222222,106.72222222222223,207.83333333333334,1,1,1
2560,Zarko Cabarkapa,2003,1,2003-04,46,197,81,0.41116751269035534,-10.746192893401016,63.131979695431475,369.8020304568528,0,0,0
2560,Zarko Cabarkapa,2003,2,2004-05,37,177,86,0.4858757062146893,-18.084745762711865,62.06214689265537,351.06779661016947,0,0,0
2560,Zarko Cabarkapa,2003,3,2005-06,52,174,67,0.3850574712643678,3.6091954022988504,58.99425287356322,354.51724137931035,0,0,0
2561,David West,2003,1,2003-04,67,228,108,0.47368421052631576,-11.850877192982455,16.153508771929825,363.81140350877195,0,0,0
2561,David West,2003,2,2004-05,29,172,75,0.436046511627907,-25.97093023255814,44.93604651162791,402.5581395348837,0,0,0
2561,David West,2003,3,2005-06,74,1036,530,0.5115830115830116,-9.332046332046332,60.36872586872587,355.1573359073359,0,0,0
2561,David West,2003,4,2006-07,52,792,377,0.476010101010101,-7.991161616161616,62.25,354.0113636363636,0,0,0
2562,Sasha Pavlovic,2003,1,2003-04,74,376,149,0.3962765957446808,-6.678191489361702,66.47340425531915,371.41223404255317,0,0,0
2562,Sasha Pavlovic,2003,2,2004-05,59,276,120,0.43478260869565216,-10.68840579710145,53.08695652173913,313.14130434782606,0,0,0
2562,Sasha Pavlovic,2003,3,2005-06,44,212,87,0.41037735849056606,0.5424528301886793,76.79716981132076,343.77830188679246,0,0,0
2562,Sasha Pavlovic,2003,4,2006-07,65,490,222,0.4530612244897959,-2.2510204081632654,60.03469387755102,336.14285714285717,0,0,0
2563,Dahntay Jones,2003,1,2003-04,18,53,15,0.2830188679245283,19.358490566037737,51.716981132075475,296.188679245283,0,0,1
2563,Dahntay Jones,2003,2,2004-05,47,190,83,0.4368421052631579,26.92105263157895,47.23684210526316,278.7842105263158,0,0,0
2563,Dahntay Jones,2003,3,2005-06,59,263,109,0.4144486692015209,32.20912547528517,41.50950570342205,377.40304182509504,0,0,0
2563,Dahntay Jones,2003,4,2006-07,73,461,220,0.4772234273318872,9.893709327548807,48.197396963123644,350.8893709327549,0,0,0
2564,Boris Diaw,2003,1,2003-04,71,313,140,0.4472843450479233,-1.9233226837060702,47.33865814696485,340.22364217252397,0,0,0
2564,Boris Diaw,2003,2,2004-05,57,294,124,0.4217687074829932,0.7074829931972789,71.71768707482993,322.46938775510205,0,0,0
2564,Boris Diaw,2003,3,2005-06,81,853,449,0.5263774912075029,-5.21453692848769,53.74560375146542,370.84525205158263,0,0,0
2564,Boris Diaw,2003,4,2006-07,73,569,306,0.5377855887521968,-3.75219683655536,61.86994727592267,377.3866432337434,0,0,0
2565,Zoran Planinic,2003,1,2003-04,40,129,53,0.4108527131782946,12.465116279069768,81.84496124031008,347.14728682170545,0,0,0
2565,Zoran Planinic,2003,2,2004-05,38,174,78,0.4482758620689655,1.4770114942528736,71.12068965517241,334.91379310344826,0,0,0
2565,Zoran Planinic,2003,3,2005-06,51,183,66,0.36065573770491804,6.85792349726776,73.96174863387978,323.69398907103823,0,0,0
2566,Travis Outlaw,2003,1,2003-04,3,7,3,0.42857142857142855,16.571428571428573,73.28571428571429,278.7142857142857,1,1,1
2566,Travis Outlaw,2003,2,2004-05,51,267,133,0.49812734082397003,-4.5655430711610485,51.56928838951311,296.55056179775283,0,0,0
2566,Travis Outlaw,2003,3,2005-06,67,368,162,0.44021739130434784,10.570652173913043,67.20108695652173,315.69565217391306,0,0,0
2566,Travis Outlaw,2003,4,2006-07,66,567,246,0.43386243386243384,3.070546737213404,83.3068783068783,321.98236331569666,0,0,0
2567,Brian Cook,2003,1,2003-04,31,141,67,0.475177304964539,-21.609929078014183,67.21985815602837,316.0070921985816,0,0,0
2567,Brian Cook,2003,2,2004-05,70,422,176,0.41706161137440756,-24.082938388625593,119.15876777251185,365.4312796208531,0,0,0
2567,Brian Cook,2003,3,2005-06,79,511,261,0.5107632093933464,-17.743639921722114,79.31506849315069,387.013698630137,0,0,0
2567,Brian Cook,2003,4,2006-07,59,408,185,0.4534313725490196,-20.166666666666668,95.56862745098039,368.46078431372547,0,0,0
2568,Carlos Delfino,2003,2,2004-05,28,117,42,0.358974358974359,4.752136752136752,75.17094017094017,342.6752136752137,0,0,0
2568,Carlos Delfino,2003,3,2005-06,63,226,91,0.4026548672566372,11.0929203539823,64.45132743362832,349.15486725663715,0,0,0
2568,Carlos Delfino,2003,4,2006-07,76,376,156,0.4148936170212766,1.1808510638297873,58.57446808510638,370.82712765957444,0,0,0
2569,Ndudi Ebi,2003,1,2003-04,10,14,6,0.42857142857142855,-27.214285714285715,39.5,52.714285714285715,1,1,1
2569,Ndudi Ebi,2003,2,2004-05,2,21,11,0.5238095238095238,-12.380952380952381,40.0,304.14285714285717,1,1,1
2570,Kendrick Perkins,2003,1,2003-04,8,15,8,0.5333333333333333,8.4,11.733333333333333,79.73333333333333,1,1,1
2570,Kendrick Perkins,2003,2,2004-05,49,119,56,0.47058823529411764,-2.327731092436975,25.41176470588235,324.5798319327731,0,0,0
2570,Kendrick Perkins,2003,3,2005-06,55,266,137,0.5150375939849624,-1.5714285714285714,24.330827067669173,388.5601503759398,0,0,0
2570,Kendrick Perkins,2003,4,2006-07,69,269,132,0.49070631970260226,7.947955390334572,24.286245353159853,367.67657992565057,0,0,0
2571,Leandro Barbosa,2003,1,2003-04,69,470,210,0.44680851063829785,-8.0,78.27021276595745,379.3510638297872,0,0,0
2571,Leandro Barbosa,2003,2,2004-05,63,354,168,0.4745762711864407,-16.926553672316384,85.27401129943503,326.3926553672316,0,0,0
2571,Leandro Barbosa,2003,3,2005-06,57,567,273,0.48148148148148145,-2.2116402116402116,70.50617283950618,321.91358024691357,0,0,0
2571,Leandro Barbosa,2003,4,2006-07,80,1111,529,0.47614761476147616,-7.626462646264627,80.59135913591359,317.8838883888389,0,0,0
2572,Josh Howard,2003,1,2003-04,67,532,229,0.43045112781954886,2.1503759398496243,54.69736842105263,354.11654135338347,0,0,0
2572,Josh Howard,2003,2,2004-05,76,793,377,0.47540983606557374,-7.4741488020176545,54.92559899117276,385.81588902900376,0,0,0
2572,Josh Howard,2003,3,2005-06,59,743,350,0.47106325706594887,3.7240915208613727,57.65410497981158,374.5006729475101,0,0,0
2572,Josh Howard,2003,4,2006-07,70,1075,493,0.4586046511627907,3.168372093023256,84.16558139534884,380.9479069767442,0,0,0
2573,Maciej Lampe,2003,1,2003-04,17,88,43,0.48863636363636365,-11.25,81.19318181818181,285.97727272727275,0,0,1
2573,Maciej Lampe,2003,2,2004-05,35,132,49,0.3712121212121212,6.015151515151516,87.65151515151516,316.3636363636364,0,0,0
2573,Maciej Lampe,2003,3,2005-06,4,11,2,0.18181818181818182,21.0,52.63636363636363,171.0,1,1,1
2574,Jason Kapono,2003,1,2003-04,35,129,52,0.40310077519379844,51.89922480620155,77.34883720930233,339.04651162790697,0,0,0
2574,Jason Kapono,2003,2,2004-05,80,671,269,0.4008941877794337,23.533532041728762,73.7779433681073,329.63338301043217,0,0,0
2574,Jason Kapono,2003,3,2005-06,46,177,79,0.4463276836158192,30.37853107344633,80.48022598870057,338.6779661016949,0,0,0
2574,Jason Kapono,2003,4,2006-07,65,563,278,0.4937833037300178,12.548845470692717,93.81349911190053,353.3001776198934,0,0,0
2575,Luke Walton,2003,1,2003-04,62,153,65,0.42483660130718953,-4.96078431372549,72.42483660130719,282.30065359477123,0,0,0
2575,Luke Walton,2003,2,2004-05,49,180,74,0.4111111111111111,-2.7555555555555555,60.861111111111114,381.6666666666667,0,0,0
2580,Travis Hansen,2003,1,2003-04,35,130,46,0.35384615384615387,13.292307692307693,58.815384615384616,322.18461538461537,0,0,0
2581,Steve Blake,2003,1,2003-04,72,407,157,0.3857493857493858,-15.044226044226043,120.55773955773955,311.004914004914,0,0,0
2581,Steve Blake,2003,2,2004-05,40,186,61,0.3279569892473118,-14.96236559139785,101.84408602150538,301.61290322580646,0,0,0
2581,Steve Blake,2003,3,2005-06,67,470,206,0.43829787234042555,2.2617021276595746,126.50425531914894,315.9936170212766,0,0,0
2581,Steve Blake,2003,4,2006-07,81,509,209,0.4106090373280943,-4.355599214145383,106.11198428290766,341.0294695481336,0,0,0
2582,Slavko Vranes,2003,1,2003-04,1,1,0,0.0,-130.0,81.0,145.0,1,1,1
2583,Derrick Zimmerman,2003,3,2005-06,2,3,2,0.6666666666666666,2.0,23.666666666666668,171.0,1,1,1
2584,Willie Green,2003,1,2003-04,48,357,143,0.4005602240896359,-10.61624649859944,84.36134453781513,314.85714285714283,0,0,0
2584,Willie Green,2003,2,2004-05,56,423,155,0.3664302600472813,1.3191489361702127,91.06619385342789,311.31205673758865,0,0,0
2584,Willie Green,2003,3,2005-06,10,66,28,0.42424242424242425,-20.21212121212121,95.22727272727273,335.56060606060606,0,0,1
2584,Willie Green,2003,4,2006-07,74,868,357,0.4112903225806452,0.8317972350230415,92.94354838709677,353.5552995391705,0,0,0
