PLAYER_ID,PLAYER_NAME,draft_year,year5_season_start,year5_season_string,salary_player_name_example,year_salary_total,salary_cap,luxury_tax,year5_salary_cap_pct,raw_salary_rows,raw_team_count,any_team_option,any_player_option,any_qualifying_offer,any_two_way_contract,any_terminated,salary_name_match_flag,cap_match_flag,year5_salary_match_flag,salary_match_type,name_key_raw,name_key
2253,Sean Lampley,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,sean lampley,sean lampley
2254,Loren Woods,2001,2005,2005-06,Loren Woods,780000.0,49500000.0,71839551.0,0.01575757575757576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,loren woods,loren woods
2256,Ken Johnson,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,ken johnson,ken johnson
2257,Ruben Boumtje-Boumtje,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,ruben boumtje boumtje,ruben boumtje boumtje
2260,Jarron Collins,2001,2005,2005-06,Jarron Collins,1700000.0,49500000.0,71839551.0,0.03434343434343434,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jarron collins,jarron collins
2261,Kenny Satterfield,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,kenny satterfield,kenny satterfield
2264,Alvin Jones,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,alvin jones,alvin jones
2397,Yao Ming,2002,2006,2006-07,Yao Ming,12455000.0,53135000.0,74973988.0,0.23440293591794487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,yao ming,yao ming
2398,Jay Williams,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,jay williams,jay williams
2399,Mike Dunleavy,2002,2006,2006-07,Mike Dunleavy,7438016.0,53135000.0,74973988.0,0.1399833631316458,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mike dunleavy,mike dunleavy
2400,Drew Gooden,2002,2006,2006-07,Drew Gooden,6645402.0,53135000.0,74973988.0,0.12506637809353532,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,drew gooden,drew gooden
2401,Nikoloz Tskitishvili,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,nikoloz tskitishvili,nikoloz tskitishvili
2402,Dajuan Wagner,2002,2006,2006-07,Dajuan Wagner,771331.0,53135000.0,74973988.0,0.01451643925849252,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dajuan wagner,dajuan wagner
2403,Nene,2002,2006,2006-07,Nenê,8000000.0,53135000.0,74973988.0,0.15055989460807379,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,nene,nene
2404,Chris Wilcox,2002,2006,2006-07,Chris Wilcox,6250000.0,53135000.0,74973988.0,0.11762491766255764,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,chris wilcox,chris wilcox
2405,Amar'e Stoudemire,2002,2006,2006-07,Amare Stoudemire,12455000.0,53135000.0,74973988.0,0.23440293591794487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,amare stoudemire,amare stoudemire
2406,Caron Butler,2002,2006,2006-07,Caron Butler,7438000.0,53135000.0,74973988.0,0.1399830620118566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,caron butler,caron butler
2407,Jared Jeffries,2002,2006,2006-07,Jared Jeffries,5215000.0,53135000.0,74973988.0,0.0981462312976381,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jared jeffries,jared jeffries
2408,Melvin Ely,2002,2006,2006-07,Melvin Ely,3303813.0,53135000.0,74973988.0,0.062177717135598005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,melvin ely,melvin ely
2409,Marcus Haislip,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,marcus haislip,marcus haislip
2410,Fred Jones,2002,2006,2006-07,Fred Jones,3100000.0,53135000.0,74973988.0,0.058341959160628586,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,fred jones,fred jones
2411,Bostjan Nachbar,2002,2006,2006-07,Bostjan Nachbar,2500000.0,53135000.0,74973988.0,0.047049967065023054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,bostjan nachbar,bostjan nachbar
2412,Jiri Welsch,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,jiri welsch,jiri welsch
2413,Juan Dixon,2002,2006,2006-07,Juan Dixon,2550000.0,53135000.0,74973988.0,0.04799096640632351,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,juan dixon,juan dixon
2414,Curtis Borchardt,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,curtis borchardt,curtis borchardt
2415,Ryan Humphrey,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,ryan humphrey,ryan humphrey
2416,Kareem Rush,2002,2006,2006-07,Kareem Rush,19466.0,53135000.0,74973988.0,0.0003663498635550955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kareem rush,kareem rush
2417,Qyntel Woods,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,qyntel woods,qyntel woods
2418,Casey Jacobsen,2002,2006,2006-07,Casey Jacobsen,31250.0,53135000.0,74973988.0,0.0005881245883127882,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,casey jacobsen,casey jacobsen
2419,Tayshaun Prince,2002,2006,2006-07,Tayshaun Prince,7851240.0,53135000.0,74973988.0,0.14776023336783664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,tayshaun prince,tayshaun prince
2420,Nenad Krstic,2002,2006,2006-07,Nenad Krstic,1080480.0,53135000.0,74973988.0,0.020334619365766443,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,nenad krstic,nenad krstic
2421,Frank Williams,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,frank williams,frank williams
2422,John Salmons,2002,2006,2006-07,John Salmons,4400000.0,53135000.0,74973988.0,0.08280794203444057,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,john salmons,john salmons
2423,Chris Jefferies,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,chris jefferies,chris jefferies
2424,Dan Dickau,2002,2006,2006-07,Dan Dickau,2753218.0,53135000.0,74973988.0,0.05181552648913146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dan dickau,dan dickau
2425,Robert Archibald,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,robert archibald,robert archibald
2427,Roger Mason Jr.,2002,2006,2006-07,Roger Mason,744551.0,53135000.0,74973988.0,0.014012440011291993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,roger mason,roger mason
2428,Vincent Yarbrough,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,vincent yarbrough,vincent yarbrough
2429,Dan Gadzuric,2002,2006,2006-07,Dan Gadzuric,5252065.0,53135000.0,74973988.0,0.09884379410934413,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dan gadzuric,dan gadzuric
2430,Carlos Boozer,2002,2006,2006-07,Carlos Boozer,11260483.0,53135000.0,74973988.0,0.2119221417145008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,carlos boozer,carlos boozer
2432,Tito Maddox,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,tito maddox,tito maddox
2435,Mario Kasun,2002,2006,2006-07,Mario Kasun,919551.0,53135000.0,74973988.0,0.017305937705843606,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mario kasun,mario kasun
2436,Flip Murray,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,flip murray,flip murray
2437,Lonny Baxter,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,lonny baxter,lonny baxter
2440,Matt Barnes,2002,2006,2006-07,Matt Barnes,771331.0,53135000.0,74973988.0,0.01451643925849252,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,matt barnes,matt barnes
2441,Jamal Sampson,2002,2006,2006-07,Jamal Sampson,771331.0,53135000.0,74973988.0,0.01451643925849252,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jamal sampson,jamal sampson
2442,Chris Owens,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,chris owens,chris owens
2443,Darius Songaila,2002,2006,2006-07,Darius Songaila,3650000.0,53135000.0,74973988.0,0.06869295191493366,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,darius songaila,darius songaila
2446,Rasual Butler,2002,2006,2006-07,Rasual Butler,3000000.0,53135000.0,74973988.0,0.05645996047802766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,rasual butler,rasual butler
2447,Tamar Slay,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,tamar slay,tamar slay
2450,Randy Holcomb,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,randy holcomb,randy holcomb
2451,Corsley Edwards,2002,2006,2006-07,,,53135000.0,74973988.0,,,,,,,,,0,1,0,unmatched,corsley edwards,corsley edwards
2544,LeBron James,2003,2007,2007-08,LeBron James,13041250.0,55630000.0,75594893.0,0.23442836598957398,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,lebron james,lebron james
2545,Darko Milicic,2003,2007,2007-08,Darko Milicic,6500000.0,55630000.0,75594893.0,0.11684342980406255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,darko milicic,darko milicic
2546,Carmelo Anthony,2003,2007,2007-08,Carmelo Anthony,13041250.0,55630000.0,75594893.0,0.23442836598957398,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,carmelo anthony,carmelo anthony
2547,Chris Bosh,2003,2007,2007-08,Chris Bosh,12455000.0,55630000.0,75594893.0,0.22388998741686142,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,chris bosh,chris bosh
2548,Dwyane Wade,2003,2007,2007-08,Dwyane Wade,13041250.0,55630000.0,75594893.0,0.23442836598957398,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dwyane wade,dwyane wade
2549,Chris Kaman,2003,2007,2007-08,Chris Kaman,8600000.0,55630000.0,75594893.0,0.15459284558691352,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,chris kaman,chris kaman
2550,Kirk Hinrich,2003,2007,2007-08,Kirk Hinrich,11250000.0,55630000.0,75594893.0,0.20222901312241595,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kirk hinrich,kirk hinrich
2551,T.J. Ford,2003,2007,2007-08,TJ Ford,8000000.0,55630000.0,75594893.0,0.14380729822038468,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,tj ford,tj ford
2552,Michael Sweetney,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,michael sweetney,michael sweetney
2553,Jarvis Hayes,2003,2007,2007-08,Jarvis Hayes,1200000.0,55630000.0,75594893.0,0.021571094733057704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jarvis hayes,jarvis hayes
2554,Mickael Pietrus,2003,2007,2007-08,Mickael Pietrus,3470770.0,55630000.0,75594893.0,0.062390257055545566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mickael pietrus,mickael pietrus
2555,Nick Collison,2003,2007,2007-08,Nick Collison,5750000.0,55630000.0,75594893.0,0.10336149559590149,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,nick collison,nick collison
2556,Marcus Banks,2003,2007,2007-08,Marcus Banks,3966207.0,55630000.0,75594893.0,0.07129618910659716,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,marcus banks,marcus banks
2557,Luke Ridnour,2003,2007,2007-08,Luke Ridnour,6500000.0,55630000.0,75594893.0,0.11684342980406255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,luke ridnour,luke ridnour
2558,Reece Gaines,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,reece gaines,reece gaines
2559,Troy Bell,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,troy bell,troy bell
2560,Zarko Cabarkapa,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,zarko cabarkapa,zarko cabarkapa
2561,David West,2003,2007,2007-08,David West,10650000.0,55630000.0,75594893.0,0.1914434657558871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,david west,david west
2562,Sasha Pavlovic,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,sasha pavlovic,sasha pavlovic
2563,Dahntay Jones,2003,2007,2007-08,Dahntay Jones,753767.0,55630000.0,75594893.0,0.013549649469710589,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dahntay jones,dahntay jones
2564,Boris Diaw,2003,2007,2007-08,Boris Diaw,9000000.0,55630000.0,75594893.0,0.16178321049793276,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,boris diaw,boris diaw
2565,Zoran Planinic,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,zoran planinic,zoran planinic
2566,Travis Outlaw,2003,2007,2007-08,Travis Outlaw,4000000.0,55630000.0,75594893.0,0.07190364911019234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,travis outlaw,travis outlaw
2567,Brian Cook,2003,2007,2007-08,Brian Cook,3500000.0,55630000.0,75594893.0,0.0629156929714183,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,brian cook,brian cook
2568,Carlos Delfino,2003,2007,2007-08,Carlos Delfino,1868141.0,55630000.0,75594893.0,0.03358153873809096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,carlos delfino,carlos delfino
2569,Ndudi Ebi,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,ndudi ebi,ndudi ebi
2570,Kendrick Perkins,2003,2007,2007-08,Kendrick Perkins,4480912.0,55630000.0,75594893.0,0.08054848103541255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kendrick perkins,kendrick perkins
2571,Leandro Barbosa,2003,2007,2007-08,Leandro Barbosa,5600000.0,55630000.0,75594893.0,0.10066510875426928,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,leandro barbosa,leandro barbosa
2572,Josh Howard,2003,2007,2007-08,Josh Howard,9000000.0,55630000.0,75594893.0,0.16178321049793276,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,josh howard,josh howard
2573,Maciej Lampe,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,maciej lampe,maciej lampe
2574,Jason Kapono,2003,2007,2007-08,Jason Kapono,5356000.0,55630000.0,75594893.0,0.09627898615854755,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jason kapono,jason kapono
2575,Luke Walton,2003,2007,2007-08,Luke Walton,4000000.0,55630000.0,75594893.0,0.07190364911019234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,luke walton,luke walton
2580,Travis Hansen,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,travis hansen,travis hansen
2581,Steve Blake,2003,2007,2007-08,Steve Blake,4250000.0,55630000.0,75594893.0,0.07639762717957936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,steve blake,steve blake
2582,Slavko Vranes,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,slavko vranes,slavko vranes
2583,Derrick Zimmerman,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,derrick zimmerman,derrick zimmerman
2584,Willie Green,2003,2007,2007-08,Willie Green,3094000.0,55630000.0,75594893.0,0.055617472586733774,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,willie green,willie green
2585,Zaza Pachulia,2003,2007,2007-08,Zaza Pachulia,4000000.0,55630000.0,75594893.0,0.07190364911019234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,zaza pachulia,zaza pachulia
2586,Keith Bogans,2003,2007,2007-08,Keith Bogans,2440000.0,55630000.0,75594893.0,0.04386122595721733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,keith bogans,keith bogans
2588,Matt Bonner,2003,2007,2007-08,Matt Bonner,2678000.0,55630000.0,75594893.0,0.048139493079273774,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,matt bonner,matt bonner
2590,Mo Williams,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,mo williams,mo williams
2591,James Lang,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,james lang,james lang
2592,James Jones,2003,2007,2007-08,James Jones,2900000.0,55630000.0,75594893.0,0.05213014560488945,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,james jones,james jones
2594,Kyle Korver,2003,2007,2007-08,Kyle Korver,4400000.0,55630000.0,75594893.0,0.07909401402121158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kyle korver,kyle korver
2601,Andreas Glyniadakis,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,andreas glyniadakis,andreas glyniadakis
2602,Jerome Beasley,2003,2007,2007-08,,,55630000.0,75594893.0,,,,,,,,,0,1,0,unmatched,jerome beasley,jerome beasley
2730,Dwight Howard,2004,2008,2008-09,Dwight Howard,13758000.0,58680000.0,80023973.0,0.23445807770961144,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dwight howard,dwight howard
2731,Emeka Okafor,2004,2008,2008-09,Emeka Okafor,9537500.0,58680000.0,80023973.0,0.1625340831629175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,emeka okafor,emeka okafor
2732,Ben Gordon,2004,2008,2008-09,Ben Gordon,6404750.0,58680000.0,80023973.0,0.1091470688479891,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,ben gordon,ben gordon
2733,Shaun Livingston,2004,2008,2008-09,Shaun Livingston,370000.0,58680000.0,80023973.0,0.006305385139740968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,shaun livingston,shaun livingston
2734,Devin Harris,2004,2008,2008-09,Devin Harris,7800000.0,58680000.0,80023973.0,0.1329243353783231,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,devin harris,devin harris
2735,Josh Childress,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,josh childress,josh childress
2736,Luol Deng,2004,2008,2008-09,Luol Deng,9385000.0,58680000.0,80023973.0,0.15993524199045672,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,luol deng,luol deng
2737,Rafael Araujo,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,rafael araujo,rafael araujo
2738,Andre Iguodala,2004,2008,2008-09,Andre Iguodala,11300000.0,58680000.0,80023973.0,0.19256987048398091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,andre iguodala,andre iguodala
2739,Luke Jackson,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,luke jackson,luke jackson
2740,Andris Biedrins,2004,2008,2008-09,Andris Biedrins,9000000.0,58680000.0,80023973.0,0.15337423312883436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,andris biedrins,andris biedrins
2741,Robert Swift,2004,2008,2008-09,Robert Swift,3579131.0,58680000.0,80023973.0,0.060994052488070896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,robert swift,robert swift
2742,Sebastian Telfair,2004,2008,2008-09,Sebastian Telfair,2300000.0,58680000.0,80023973.0,0.039195637355146556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,sebastian telfair,sebastian telfair
2743,Kris Humphries,2004,2008,2008-09,Kris Humphries,3200000.0,58680000.0,80023973.0,0.054533060668029994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kris humphries,kris humphries
2744,Al Jefferson,2004,2008,2008-09,Al Jefferson,11000000.0,58680000.0,80023973.0,0.18745739604635311,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,al jefferson,al jefferson
2745,Kirk Snyder,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,kirk snyder,kirk snyder
2746,Josh Smith,2004,2008,2008-09,Josh Smith,10000000.0,58680000.0,80023973.0,0.17041581458759372,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,josh smith,josh smith
2747,JR Smith,2004,2008,2008-09,JR Smith,4985001.0,58680000.0,80023973.0,0.08495230061349693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,smith,smith
2748,Dorell Wright,2004,2008,2008-09,Dorell Wright,2612835.0,58680000.0,80023973.0,0.044526840490797547,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dorell wright,dorell wright
2749,Jameer Nelson,2004,2008,2008-09,Jameer Nelson,7700000.0,58680000.0,80023973.0,0.13122017723244717,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jameer nelson,jameer nelson
2750,Pavel Podkolzin,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,pavel podkolzin,pavel podkolzin
2751,Viktor Khryapa,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,viktor khryapa,viktor khryapa
2752,Sergei Monia,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,sergei monia,sergei monia
2753,Delonte West,2004,2008,2008-09,Delonte West,3850000.0,58680000.0,80023973.0,0.06561008861622358,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,delonte west,delonte west
2754,Tony Allen,2004,2008,2008-09,Tony Allen,2500000.0,58680000.0,80023973.0,0.04260395364689843,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,tony allen,tony allen
2755,Kevin Martin,2004,2008,2008-09,Kevin Martin,8760335.0,58680000.0,80023973.0,0.14928996250852078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kevin martin,kevin martin
2756,Sasha Vujacic,2004,2008,2008-09,Sasha Vujacic,4524887.0,58680000.0,80023973.0,0.07711123040218132,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,sasha vujacic,sasha vujacic
2757,Beno Udrih,2004,2008,2008-09,Beno Udrih,5585000.0,58680000.0,80023973.0,0.09517723244717109,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,beno udrih,beno udrih
2758,David Harrison,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,david harrison,david harrison
2760,Anderson Varejao,2004,2008,2008-09,Anderson Varejao,5784480.0,58680000.0,80023973.0,0.09857668711656442,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,anderson varejao,anderson varejao
2761,Jackson Vroman,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,jackson vroman,jackson vroman
2762,Peter John Ramos,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,peter john ramos,peter john ramos
2763,Lionel Chalmers,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,lionel chalmers,lionel chalmers
2764,Donta Smith,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,donta smith,donta smith
2765,Andre Emmett,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,andre emmett,andre emmett
2766,Antonio Burks,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,antonio burks,antonio burks
2767,Royal Ivey,2004,2008,2008-09,Royal Ivey,854957.0,58680000.0,80023973.0,0.014569819359236538,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,royal ivey,royal ivey
2768,Chris Duhon,2004,2008,2008-09,Chris Duhon,5585000.0,58680000.0,80023973.0,0.09517723244717109,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,chris duhon,chris duhon
2770,Justin Reed,2004,2008,2008-09,Justin Reed,1573000.0,58680000.0,80023973.0,0.026806407634628493,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,justin reed,justin reed
2772,Trevor Ariza,2004,2008,2008-09,Trevor Ariza,3100000.0,58680000.0,80023973.0,0.05282890252215405,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,trevor ariza,trevor ariza
2774,Bernard Robinson,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,bernard robinson,bernard robinson
2775,Ha Ha,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,ha ha,ha ha
2776,Pape Sow,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,pape sow,pape sow
2779,Vassilis Spanoulis,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,vassilis spanoulis,vassilis spanoulis
2782,Matt Freije,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,matt freije,matt freije
2784,Luis Flores,2004,2008,2008-09,,,58680000.0,80023973.0,,,,,,,,,0,1,0,unmatched,luis flores,luis flores
